天象碼,天象,JD,年,月,日,時,分,秒,子輿日,日干支,日干支序
S_1,夏至,1428674.5827407322,-801,6,24,1,59,8.799265176057816,815404.0827407322,戊辰,5
M_1,上弦,1428677.5068584816,-801,6,27,0,9,52.572806775569916,815407.0068584816,辛未,8
M_2, 望 ,1428684.1028742874,-801,7,3,14,28,8.338431715965271,815413.6028742874,丁丑,14
M_3,下弦,1428691.2107189582,-801,7,10,17,3,26.117986142635345,815420.7107189582,甲申,21
M_0, 朔 ,1428699.377409356,-801,7,18,21,3,28.168353885412216,815428.877409356,壬辰,29
M_1,上弦,1428706.7958358978,-801,7,26,7,6,0.2215692400932312,815436.2958358978,庚子,37
M_2, 望 ,1428713.4749469536,-801,8,1,23,23,55.41679009795189,815442.9749469536,丙午,43
M_3,下弦,1428720.9188040744,-801,8,9,10,3,4.672028571367264,815450.4188040744,甲寅,51
M_0, 朔 ,1428728.9723753557,-801,8,17,11,20,13.230729103088379,815458.4723753557,壬戌,59
M_1,上弦,1428736.0580022023,-801,8,24,13,23,31.390279233455658,815465.5580022023,己巳,6
M_2, 望 ,1428742.943008435,-801,8,31,10,37,55.92878043651581,815472.443008435,丙子,13
M_3,下弦,1428750.7400686033,-801,9,8,5,45,41.92732572555542,815480.2400686033,甲申,21
M_0, 朔 ,1428758.519384576,-801,9,16,0,27,54.827367067337036,815488.019384576,壬辰,29
M_1,上弦,1428765.345697241,-801,9,22,20,17,48.24161410331726,815494.8456972409,戊戌,35
S_2,秋分,1428766.3850170665,-801,9,23,21,14,25.4745452105999,815495.8850170665,己亥,36
M_2, 望 ,1428772.5250751374,-801,9,30,0,36,6.4918698370456696,815502.0250751374,丙午,43
M_3,下弦,1428780.6160035857,-801,10,8,2,47,2.709808498620987,815510.1160035857,甲寅,51
M_0, 朔 ,1428788.0225662305,-801,10,15,12,32,29.72231537103653,815517.5225662305,辛酉,58
M_1,上弦,1428794.7038805252,-801,10,22,4,53,35.277376770973206,815524.2038805252,戊辰,5
M_2, 望 ,1428802.2253060206,-801,10,29,17,24,26.44017845392227,815531.7253060206,乙亥,12
M_3,下弦,1428810.4572633544,-801,11,6,22,58,27.55382403731346,815539.9572633544,癸未,20
M_0, 朔 ,1428817.4975006161,-801,11,13,23,56,24.05323326587677,815546.9975006161,庚寅,27
M_1,上弦,1428824.1619342589,-801,11,20,15,53,11.11996740102768,815553.6619342589,丁酉,34
M_2, 望 ,1428832.0198518268,-801,11,28,12,28,35.197838097810745,815561.5198518268,乙巳,42
M_3,下弦,1428840.1809804498,-801,12,6,16,20,36.71086058020592,815569.6809804498,癸丑,50
M_0, 朔 ,1428846.9556332033,-801,12,13,10,56,6.7087621986866,815576.4556332033,庚申,57
M_1,上弦,1428853.7299624372,-801,12,20,5,31,8.754572421312332,815583.2299624372,丁卯,4
S_3,冬至,1428854.8449153614,-801,12,21,8,16,40.68722292780876,815584.3449153614,戊辰,5
M_2, 望 ,1428861.8452679815,-801,12,28,8,17,11.15360364317894,815591.3452679815,乙亥,12
M_3,下弦,1428869.746144,-800,1,5,5,54,26.841597855091095,815599.246144,癸未,20
M_0, 朔 ,1428876.3979422317,-800,1,11,21,33,2.2088219225406647,815605.8979422317,己丑,26
M_1,上弦,1428883.399693323,-800,1,18,21,35,33.50311294198036,815612.8996933231,丙申,33
M_2, 望 ,1428891.6154817815,-800,1,27,2,46,17.625925093889236,815621.1154817815,乙巳,42
M_3,下弦,1428899.1582346067,-800,2,3,15,47,51.470021456480026,815628.6582346067,壬子,49
M_0, 朔 ,1428905.824249586,-800,2,10,7,46,55.1642382144928,815635.3242495861,己未,56
M_1,上弦,1428913.1449616025,-800,2,17,15,28,44.682457745075226,815642.6449616025,丙寅,3
M_2, 望 ,1428921.265167734,-800,2,25,18,21,50.49220785498619,815650.7651677339,甲戌,11
M_3,下弦,1428928.452525253,-800,3,3,22,51,38.18185418844223,815657.952525253,辛巳,18
M_0, 朔 ,1428935.2469710384,-800,3,10,17,55,38.29771801829338,815664.7469710384,戊子,25
M_1,上弦,1428942.921288611,-800,3,18,10,6,39.33598190546036,815672.4212886109,丙申,33
S_0,春分,1428945.6116468168,-800,3,21,2,40,46.28497436642647,815675.1116468168,己亥,36
M_2, 望 ,1428950.7780870409,-800,3,26,6,40,26.720331609249115,815680.2780870409,甲辰,41
M_3,下弦,1428957.677322329,-800,4,2,4,15,20.649227499961853,815687.177322329,辛亥,48
M_0, 朔 ,1428964.6940907275,-800,4,9,4,39,29.438854604959488,815694.1940907275,戊午,55
M_1,上弦,1428972.6734815442,-800,4,17,4,9,48.80542293190956,815702.1734815442,丙寅,3
M_2, 望 ,1428980.1793692396,-800,4,24,16,18,17.502301633358,815709.6793692396,癸酉,10
M_3,下弦,1428986.8852780727,-800,5,1,9,14,48.0254790186882,815716.3852780727,庚辰,17
M_0, 朔 ,1428994.1981101753,-800,5,8,16,45,16.719147562980652,815723.6981101753,丁亥,24
M_1,上弦,1429002.3542792944,-800,5,16,20,30,9.731034189462662,815731.8542792944,乙未,32
M_2, 望 ,1429009.5117628307,-800,5,24,0,16,56.30856916308403,815739.0117628307,癸卯,40
M_3,下弦,1429016.130715934,-800,5,30,15,8,13.856705725193024,815745.6307159341,己酉,46
M_0, 朔 ,1429023.7783631857,-800,6,7,6,40,50.57924464344978,815753.2783631857,丁巳,54
M_1,上弦,1429031.9405682841,-800,6,15,10,34,25.099748969078064,815761.4405682841,乙丑,2
M_2, 望 ,1429038.8176824914,-800,6,22,7,37,27.76725545525551,815768.3176824914,壬申,9
S_1,夏至,1429039.8279009485,-800,6,23,7,52,10.64194768667221,815769.3279009485,癸酉,10
M_3,下弦,1429045.4681215938,-800,6,28,23,14,5.705705881118774,815774.9681215938,戊寅,15
M_0, 朔 ,1429053.4275362932,-800,7,6,22,15,39.135729521512985,815782.9275362932,丙戌,23
M_1,上弦,1429061.4344224548,-800,7,14,22,25,34.10009443759918,815790.9344224548,甲午,31
M_2, 望 ,1429068.1327953183,-800,7,21,15,11,13.515497893095016,815797.6327953183,辛丑,38
M_3,下弦,1429074.9466343576,-800,7,28,10,43,9.208493381738663,815804.4466343576,戊申,45
M_0, 朔 ,1429083.1129164041,-800,8,5,14,42,35.977318435907364,815812.6129164041,丙辰,53
M_1,上弦,1429090.8528427554,-800,8,13,8,28,5.614065080881119,815820.3528427554,甲子,1
M_2, 望 ,1429097.4881319324,-800,8,19,23,42,54.59896355867386,815826.9881319324,庚午,7
M_3,下弦,1429104.5961110997,-800,8,27,2,18,23.99901419878006,815834.0961110997,戊寅,15
M_0, 朔 ,1429112.7939528662,-800,9,4,7,3,17.5276418030262,815842.2939528662,丙戌,23
M_1,上弦,1429120.2178492944,-800,9,11,17,13,42.17903807759285,815849.7178492944,癸巳,30
M_2, 望 ,1429126.9145526327,-800,9,18,9,56,57.34746694564819,815856.4145526327,庚子,37
S_2,秋分,1429131.6280572682,-800,9,23,3,4,24.14797380566597,815861.1280572682,乙巳,42
M_3,下弦,1429134.4059416766,-800,9,25,21,44,33.360856622457504,815863.9059416766,丁未,44
M_0, 朔 ,1429142.4415785198,-800,10,3,22,35,52.38410755991936,815871.9415785198,乙卯,52
M_1,上弦,1429149.55372452,-800,10,11,1,17,21.7985200881958,815879.0537245199,癸亥,60
M_2, 望 ,1429156.4416778362,-800,10,17,22,36,0.9650507569313049,815885.9416778362,己巳,6
M_3,下弦,1429164.3127642283,-800,10,25,19,30,22.82932698726654,815893.8127642283,丁丑,14
M_0, 朔 ,1429172.0421314065,-800,11,2,13,0,40.15352055430412,815901.5421314065,乙酉,22
M_1,上弦,1429178.8897325979,-800,11,9,9,21,12.896455228328705,815908.3897325979,壬辰,29
M_2, 望 ,1429186.0851396432,-800,11,16,14,2,36.06516972184181,815915.5851396432,己亥,36
M_3,下弦,1429194.2190834612,-800,11,24,17,15,28.811048716306686,815923.7190834612,丁未,44
M_0, 朔 ,1429201.5873570198,-800,12,2,2,5,47.64650836586952,815931.0873570198,乙卯,52
M_1,上弦,1429208.2608058215,-800,12,8,18,15,33.62297862768173,815937.7608058215,辛酉,58
M_2, 望 ,1429215.8267261174,-800,12,16,7,50,29.136543720960617,815945.3267261174,己巳,6
S_3,冬至,1429220.0889355042,-800,12,20,14,8,4.027563035488129,815949.5889355042,癸酉,10
M_3,下弦,1429224.034332799,-800,12,24,12,49,26.3538359105587,815953.534332799,丁丑,14
M_0, 朔 ,1429231.0679536029,-800,12,31,13,37,51.19128853082657,815960.5679536029,甲申,21
M_1,上弦,1429237.7007651138,-799,1,7,4,49,6.105833351612091,815967.2007651138,辛卯,28
M_2, 望 ,1429245.608839514,-799,1,15,2,36,43.734006732702255,815975.108839514,己亥,36
M_3,下弦,1429253.7026476557,-799,1,23,4,51,48.75745564699173,815983.2026476557,丁未,44
M_0, 朔 ,1429260.4808421992,-799,1,29,23,32,24.766008853912354,815989.9808421992,癸丑,50
M_1,上弦,1429267.2305951794,-799,2,5,17,32,3.4234973788261414,815996.7305951794,庚申,57
M_2, 望 ,1429275.3595879688,-799,2,13,20,37,48.40050369501114,816004.8595879688,戊辰,5
M_3,下弦,1429283.205837817,-799,2,21,16,56,24.387382864952087,816012.7058378169,丙子,13
M_0, 朔 ,1429289.8406132804,-799,2,28,8,10,28.987428545951843,816019.3406132804,癸未,20
M_1,上弦,1429296.8489922052,-799,3,7,8,22,32.92653143405914,816026.3489922052,庚寅,27
M_2, 望 ,1429305.027872145,-799,3,15,12,40,8.153323084115982,816034.527872145,戊戌,35
S_0,春分,1429310.8624967725,-799,3,21,8,41,59.721148163080215,816040.3624967725,甲辰,41
M_3,下弦,1429312.5568691238,-799,3,23,1,21,53.49229887127876,816042.0568691238,丙午,43
M_0, 朔 ,1429319.1813246224,-799,3,29,16,21,6.447371989488602,816048.6813246224,壬子,49
M_1,上弦,1429326.5321450802,-799,4,6,0,46,17.334925532341003,816056.0321450802,庚申,57
M_2, 望 ,1429334.596387536,-799,4,14,2,18,47.88311317563057,816064.096387536,戊辰,5
M_3,下弦,1429341.7934906406,-799,4,21,7,2,37.59134665131569,816071.2934906406,乙亥,12
M_0, 朔 ,1429348.547215607,-799,4,28,1,7,59.4284462928772,816078.047215607,壬午,19
M_1,上弦,1429356.2448399167,-799,5,5,17,52,34.16880324482918,816085.7448399167,己丑,26
M_2, 望 ,1429364.0724448233,-799,5,13,13,44,19.232736378908157,816093.5724448233,丁酉,34
M_3,下弦,1429370.9716047933,-799,5,20,11,19,6.654143929481506,816100.4716047933,甲辰,41
M_0, 朔 ,1429377.9789919108,-799,5,27,11,29,44.90109443664551,816107.4789919108,辛亥,48
M_1,上弦,1429385.954769606,-799,6,4,10,54,52.09395870566368,816115.454769606,己未,56
M_2, 望 ,1429393.475475057,-799,6,11,23,24,41.04492723941803,816122.975475057,丙寅,3
M_3,下弦,1429400.1576771012,-799,6,18,15,47,3.301544040441513,816129.6576771012,癸酉,10
S_1,夏至,1429405.071942362,-799,6,23,13,43,35.82007706165314,816134.571942362,戊寅,15
M_0, 朔 ,1429407.5019068066,-799,6,26,0,2,44.748090505599976,816137.0019068066,辛巳,18
M_1,上弦,1429415.6383207915,-799,7,4,3,19,10.916388630867004,816145.1383207915,己丑,26
M_2, 望 ,1429422.8313411442,-799,7,11,7,57,7.874855697154999,816152.3313411442,丙申,33
M_3,下弦,1429429.4203221197,-799,7,17,22,5,15.831144154071808,816158.9203221197,壬寅,39
M_0, 朔 ,1429437.11997607,-799,7,25,14,52,45.93244895339012,816166.61997607,庚戌,47
M_1,上弦,1429445.2762451705,-799,8,2,18,37,47.58273169398308,816174.7762451705,戊午,55
M_2, 望 ,1429452.1717341337,-799,8,9,16,7,17.82915472984314,816181.6717341337,乙丑,2
M_3,下弦,1429458.8194068652,-799,8,16,7,39,56.75315022468567,816188.3194068652,壬申,9
M_0, 朔 ,1429466.817520442,-799,8,24,7,37,13.766184747219086,816196.317520442,庚辰,17
M_1,上弦,1429474.8486645604,-799,9,1,8,22,4.618014693260193,816204.3486645604,戊子,25
M_2, 望 ,1429481.5329568349,-799,9,8,0,47,27.470533847808838,816211.0329568349,乙未,32
M_3,下弦,1429488.3909703614,-799,9,14,21,22,59.839226603507996,816217.8909703614,辛丑,38
M_0, 朔 ,1429496.563764208,-799,9,23,1,31,49.22757089138031,816226.063764208,庚戌,47
S_2,秋分,1429496.8711389888,-799,9,23,8,54,26.408628970384598,816226.3711389888,庚戌,47
M_1,上弦,1429504.3390211596,-799,9,30,20,8,11.428186744451523,816233.8390211596,丁巳,54
M_2, 望 ,1429510.95027627,-799,10,7,10,48,23.869731724262238,816240.45027627,甲子,1
M_3,下弦,1429518.1321957072,-799,10,14,15,10,21.709100157022476,816247.6321957072,辛未,8
M_0, 朔 ,1429526.3153765814,-799,10,22,19,34,8.53663221001625,816255.8153765814,己卯,16
M_1,上弦,1429533.7460332077,-799,10,30,5,54,17.269149273633957,816263.2460332077,丁亥,24
M_2, 望 ,1429540.4479360469,-799,11,5,22,45,1.6744494438171387,816269.9479360469,癸巳,30
M_3,下弦,1429547.997523238,-799,11,13,11,56,26.00775897502899,816277.497523238,辛丑,38
M_0, 朔 ,1429556.0205551663,-799,11,21,12,29,35.96636787056923,816285.5205551663,己酉,46
M_1,上弦,1429563.0919194683,-799,11,28,14,12,21.842056810855865,816292.5919194683,丙辰,53
M_2, 望 ,1429570.0295461158,-799,12,5,12,42,32.784403413534164,816299.5295461158,癸亥,60
M_3,下弦,1429577.910870079,-799,12,13,9,51,39.17482137680054,816307.410870079,辛未,8
S_3,冬至,1429585.3324433886,-799,12,20,19,58,43.1087788939476,816314.8324433886,戊寅,15
M_0, 朔 ,1429585.6332859728,-799,12,21,3,11,55.90804606676102,816315.1332859728,己卯,16
M_1,上弦,1429592.417235638,-799,12,27,22,0,49.15912449359894,816321.917235638,乙酉,22
M_2, 望 ,1429599.6770176417,-798,1,4,4,14,54.32424455881119,816329.1770176417,癸巳,30
M_3,下弦,1429607.785309874,-798,1,12,6,50,50.77311247587204,816337.285309874,辛丑,38
M_0, 朔 ,1429615.132682088,-798,1,19,15,11,3.732408732175827,816344.6326820881,戊申,45
M_1,上弦,1429621.765389979,-798,1,26,6,22,9.694175720214844,816351.2653899789,乙卯,52
M_2, 望 ,1429629.3607549795,-798,2,2,20,39,29.230232387781143,816358.8607549795,壬戌,59
M_3,下弦,1429637.543457068,-798,2,11,1,2,34.69067841768265,816367.043457068,辛未,8
M_0, 朔 ,1429644.5300595888,-798,2,18,0,43,17.148475795984268,816374.0300595888,戊寅,15
M_1,上弦,1429651.1682880914,-798,2,24,16,2,20.091099590063095,816380.6682880914,甲申,21
M_2, 望 ,1429659.0510225005,-798,3,4,13,13,28.344043046236038,816388.5510225005,壬辰,29
M_3,下弦,1429667.1379225452,-798,3,12,15,18,36.50790497660637,816396.6379225452,庚子,37
M_0, 朔 ,1429673.8594357574,-798,3,19,8,37,35.24943843483925,816403.3594357574,丁未,44
S_0,春分,1429676.099440328,-798,3,21,14,23,11.644345968961716,816405.5994403281,己酉,46
M_1,上弦,1429680.6421428344,-798,3,26,3,24,41.14088997244835,816410.1421428344,甲寅,51
M_2, 望 ,1429688.720645505,-798,4,3,5,17,43.77163231372833,816418.220645505,壬戌,59
M_3,下弦,1429696.5634442843,-798,4,11,1,31,21.586159765720367,816426.0634442843,庚午,7
M_0, 朔 ,1429703.1630453828,-798,4,17,15,54,47.12107613682747,816432.6630453828,丙子,13
M_1,上弦,1429710.1926842518,-798,4,24,16,37,27.91935682296753,816439.6926842518,癸未,20
M_2, 望 ,1429718.34353079,-798,5,2,20,14,41.06025159358978,816447.84353079,辛卯,28
M_3,下弦,1429725.8524968687,-798,5,10,8,27,35.72945550084114,816455.3524968687,己亥,36
M_0, 朔 ,1429732.4815420753,-798,5,16,23,33,25.235304683446884,816461.9815420753,乙巳,42
M_1,上弦,1429739.820972887,-798,5,24,7,42,12.057445496320724,816469.3209728871,癸丑,50
M_2, 望 ,1429747.8986997774,-798,6,1,9,34,7.660770267248154,816477.3986997774,辛酉,58
M_3,下弦,1429755.0606417612,-798,6,8,13,27,19.448165148496628,816484.5606417612,戊辰,5
M_0, 朔 ,1429761.8506516262,-798,6,15,8,24,56.300507336854935,816491.3506516262,乙亥,12
M_1,上弦,1429769.5216421958,-798,6,23,0,31,9.88571360707283,816499.0216421958,癸未,20
S_1,夏至,1429770.3072744473,-798,6,23,19,22,28.51224571466446,816499.8072744473,癸未,20
M_2, 望 ,1429777.3800777327,-798,6,30,21,7,18.716107606887817,816506.8800777327,庚寅,27
M_3,下弦,1429784.2524003142,-798,7,7,18,3,27.38714709877968,816513.7524003142,丁酉,34
M_0, 朔 ,1429791.3017365742,-798,7,14,19,14,30.040006935596466,816520.8017365742,甲辰,41
M_1,上弦,1429799.2738431785,-798,7,22,18,34,20.05062460899353,816528.7738431785,壬子,49
M_2, 望 ,1429806.8029774155,-798,7,30,7,16,17.248699218034744,816536.3029774155,庚申,57
M_3,下弦,1429813.4911389675,-798,8,5,23,47,14.406787902116776,816542.9911389675,丙寅,3
M_0, 朔 ,1429820.8610754232,-798,8,13,8,39,56.916563808918,816550.3610754232,甲戌,11
M_1,上弦,1429829.03493372,-798,8,21,12,50,18.273409456014633,816558.53493372,壬午,19
M_2, 望 ,1429836.1999250967,-798,8,28,16,47,53.52835536003113,816565.6999250967,己丑,26
M_3,下弦,1429842.8311087934,-798,9,4,7,56,47.799748331308365,816572.3311087934,丙申,33
M_0, 朔 ,1429850.5414058093,-798,9,12,0,59,37.46192738413811,816580.0414058093,甲辰,41
M_1,上弦,1429858.7491469188,-798,9,20,5,58,46.29378139972687,816588.2491469188,壬子,49
S_2,秋分,1429862.1137508054,-798,9,23,14,43,48.06958481669426,816591.6137508054,乙卯,52
M_2, 望 ,1429865.6068413705,-798,9,27,2,33,51.09440803527832,816595.1068413705,己未,56
M_3,下弦,1429872.310203331,-798,10,3,19,26,41.56780332326889,816601.810203331,乙丑,2
M_0, 朔 ,1429880.3243786525,-798,10,11,19,47,6.315575838088989,816609.8243786525,癸酉,10
M_1,上弦,1429888.369855743,-798,10,19,20,52,35.53618669509888,816617.8698557429,辛巳,18
M_2, 望 ,1429895.0471769162,-798,10,26,13,7,56.08555555343628,816624.5471769162,戊子,25
M_3,下弦,1429901.9436621335,-798,11,2,10,38,52.40833729505539,816631.4436621335,乙未,32
M_0, 朔 ,1429910.1482880241,-798,11,10,15,33,32.08528429269791,816639.6482880241,癸卯,40
M_1,上弦,1429917.8775969879,-798,11,18,9,3,44.379752576351166,816647.3775969879,辛亥,48
M_2, 望 ,1429924.5247509365,-798,11,25,0,35,38.4809173643589,816654.0247509365,戊午,55
M_3,下弦,1429931.7179198656,-798,12,2,5,13,48.276389837265015,816661.2179198656,乙丑,2
M_0, 朔 ,1429939.926183323,-798,12,10,10,13,42.23909944295883,816669.4261833229,癸酉,10
M_1,上弦,1429947.281704574,-798,12,17,18,45,39.27518427371979,816676.7817045739,庚辰,17
S_3,冬至,1429950.5757789318,-798,12,21,1,49,7.2997114062309265,816680.0757789318,甲申,21
M_2, 望 ,1429954.032213068,-798,12,24,12,46,23.20908397436142,816683.5322130681,丁亥,24
M_3,下弦,1429961.5843524246,-797,1,1,2,1,28.04948553442955,816691.0843524246,乙未,32
M_0, 朔 ,1429969.5907717454,-797,1,9,2,10,42.67880469560623,816699.0907717454,癸卯,40
M_1,上弦,1429976.610651485,-797,1,16,2,39,20.28829738497734,816706.1106514849,庚戌,47
M_2, 望 ,1429983.5670525418,-797,1,23,1,36,33.33960860967636,816713.0670525418,丁巳,54
M_3,下弦,1429991.462102585,-797,1,30,23,5,25.66334456205368,816720.962102585,甲子,1
M_0, 朔 ,1429999.1227538239,-797,2,7,14,56,45.93038275837898,816728.6227538239,壬申,9
M_1,上弦,1430005.9012753293,-797,2,14,9,37,50.18845081329346,816735.4012753293,己卯,16
M_2, 望 ,1430013.1367976624,-797,2,21,15,16,59.318027794361115,816742.6367976624,丙戌,23
M_3,下弦,1430021.263171954,-797,3,1,18,18,58.05683255195618,816750.7631719541,甲午,31
M_0, 朔 ,1430028.5415743247,-797,3,9,0,59,52.02165529131889,816758.0415743247,壬寅,39
M_1,上弦,1430035.1926840912,-797,3,15,16,37,27.90547639131546,816764.6926840912,戊申,45
S_0,春分,1430041.3428969088,-797,3,21,20,13,46.292916387319565,816770.8428969088,甲寅,51
M_2, 望 ,1430042.74744821,-797,3,23,5,56,19.525335878133774,816772.2474482099,丙辰,53
M_3,下弦,1430050.9285764263,-797,3,31,10,17,9.003236442804337,816780.4285764263,甲子,1
M_0, 朔 ,1430057.8818835882,-797,4,7,9,9,54.74201649427414,816787.3818835882,辛未,8
M_1,上弦,1430064.5248107119,-797,4,14,0,35,43.645504117012024,816794.0248107119,戊寅,15
M_2, 望 ,1430072.3883739556,-797,4,21,21,19,15.509765446186066,816801.8883739556,乙酉,22
M_3,下弦,1430080.4447590276,-797,4,29,22,40,27.179981768131256,816809.9447590276,癸巳,30
M_0, 朔 ,1430087.179169641,-797,5,6,16,18,0.25699183344841003,816816.6791696411,庚子,37
M_1,上弦,1430093.9372857886,-797,5,13,10,29,41.49213418364525,816823.4372857886,丁未,44
M_2, 望 ,1430102.030498523,-797,5,21,12,43,55.072389990091324,816831.530498523,乙卯,52
M_3,下弦,1430109.8333382974,-797,5,29,8,0,0.4288986325263977,816839.3333382974,癸亥,60
M_0, 朔 ,1430116.4680402472,-797,6,4,23,13,58.677359372377396,816845.9680402472,己巳,6
M_1,上弦,1430123.4637905431,-797,6,11,23,7,51.5029276907444,816852.9637905431,丙子,13
M_2, 望 ,1430131.6415001263,-797,6,20,3,23,45.61091557145119,816861.1415001263,乙酉,22
S_1,夏至,1430135.5569801736,-797,6,24,1,22,3.086996376514435,816865.0569801736,己丑,26
M_3,下弦,1430139.1328955658,-797,6,27,15,11,22.17688724398613,816868.6328955658,壬辰,29
M_0, 朔 ,1430145.7864928432,-797,7,4,6,52,32.981650829315186,816875.2864928432,己亥,36
M_1,上弦,1430153.1199822472,-797,7,11,14,52,46.466161608695984,816882.6199822472,丙午,43
M_2, 望 ,1430161.2046846836,-797,7,19,16,54,44.7566619515419,816890.7046846836,甲寅,51
M_3,下弦,1430168.3871725325,-797,7,26,21,17,31.70680806040764,816897.8871725325,辛酉,58
M_0, 朔 ,1430175.178246477,-797,8,2,16,16,40.495605915784836,816904.6782464769,戊辰,5
M_1,上弦,1430182.8896404472,-797,8,10,9,21,4.934639632701874,816912.3896404472,丙子,13
M_2, 望 ,1430190.7251285196,-797,8,18,5,24,11.104091852903366,816920.2251285196,甲申,21
M_3,下弦,1430197.6414422654,-797,8,25,3,23,40.611727237701416,816927.1414422654,辛卯,28
M_0, 朔 ,1430204.6866585517,-797,9,1,4,28,47.29886546730995,816934.1866585517,戊戌,35
M_1,上弦,1430212.7216137075,-797,9,9,5,19,7.424326837062836,816942.2216137075,丙午,43
M_2, 望 ,1430220.2198878857,-797,9,16,17,16,38.31332713365555,816949.7198878857,癸丑,50
M_3,下弦,1430226.9425814147,-797,9,23,10,37,19.03423100709915,816956.4425814147,庚申,57
S_2,秋分,1430227.3594152126,-797,9,23,20,37,33.47437262535095,816956.8594152126,庚申,57
M_0, 朔 ,1430234.3365926049,-797,9,30,20,4,41.601060926914215,816963.8365926049,丁卯,4
M_1,上弦,1430242.5459572426,-797,10,9,1,6,10.705761015415192,816972.0459572426,丙子,13
M_2, 望 ,1430249.7019632172,-797,10,16,4,50,49.62196871638298,816979.2019632172,癸未,20
M_3,下弦,1430256.3367240403,-797,10,22,20,4,52.957084625959396,816985.8367240403,己丑,26
M_0, 朔 ,1430264.1103864186,-797,10,30,14,38,57.38657087087631,816993.6103864186,丁酉,34
M_1,上弦,1430272.2979340611,-797,11,7,19,9,1.5028832852840424,817001.7979340611,乙巳,42
M_2, 望 ,1430279.1717071624,-797,11,14,16,7,15.498831421136856,817008.6717071624,壬子,49
M_3,下弦,1430285.85965568,-797,11,21,8,37,54.25074353814125,817015.3596556799,己未,56
M_0, 朔 ,1430293.9411937091,-797,11,29,10,35,19.136470556259155,817023.4411937091,丁卯,4
M_1,上弦,1430301.9322194643,-797,12,7,10,22,23.761718273162842,817031.4322194643,乙亥,12
M_2, 望 ,1430308.6235980995,-797,12,14,2,57,58.875792771577835,817038.1235980995,壬午,19
M_3,下弦,1430315.5204803993,-797,12,21,0,29,29.50649544596672,817045.0204803993,己丑,26
S_3,冬至,1430315.8191104988,-797,12,21,7,39,31.147093176841736,817045.3191104988,己丑,26
M_0, 朔 ,1430323.7425348111,-797,12,29,5,49,15.007682740688324,817053.2425348111,丁酉,34
M_1,上弦,1430331.4274867172,-796,1,5,22,15,34.852369129657745,817060.9274867172,甲辰,41
M_2, 望 ,1430338.0610374473,-796,1,12,13,27,53.63544702529907,817067.5610374473,辛亥,48
M_3,下弦,1430345.2885030566,-796,1,19,18,55,26.664092391729355,817074.7885030566,戊午,55
M_0, 朔 ,1430353.4503354505,-796,1,27,22,48,28.98292064666748,817082.9503354505,丙寅,3
M_1,上弦,1430360.7894248303,-796,2,4,6,56,46.30534216761589,817090.2894248303,甲戌,11
M_2, 望 ,1430367.502868442,-796,2,11,0,4,7.83339723944664,817097.0028684421,辛巳,18
M_3,下弦,1430375.0995807745,-796,2,18,14,23,23.77892106771469,817104.5995807745,戊子,25
M_0, 朔 ,1430383.0387274805,-796,2,26,12,55,46.05431109666824,817112.5387274805,丙申,33
M_1,上弦,1430390.0507834451,-796,3,4,13,13,7.689658999443054,817119.5507834451,癸卯,40
M_2, 望 ,1430396.9751502161,-796,3,11,11,24,12.978674322366714,817126.4751502161,庚戌,47
M_3,下弦,1430404.8843552107,-796,3,19,9,13,28.290204405784607,817134.3843552107,戊午,55
S_0,春分,1430406.5886308912,-796,3,21,2,7,37.708997279405594,817136.0886308912,庚申,57
M_0, 朔 ,1430412.5102894143,-796,3,27,0,14,49.005397260189056,817142.0102894143,丙寅,3
M_1,上弦,1430419.2645172,-796,4,2,18,20,54.28607538342476,817148.7645172,壬申,9
M_2, 望 ,1430426.4964984918,-796,4,9,23,54,57.469695657491684,817155.9964984918,己卯,16
M_3,下弦,1430434.595015552,-796,4,18,2,16,49.34368371963501,817164.0950155519,戊子,25
M_0, 朔 ,1430441.883870845,-796,4,25,9,12,46.44100472331047,817171.383870845,乙未,32
M_1,上弦,1430448.4928300465,-796,5,1,23,49,40.516013503074646,817177.9928300465,辛丑,38
M_2, 望 ,1430456.0693712435,-796,5,9,13,39,53.675436079502106,817185.5693712435,己酉,46
M_3,下弦,1430464.2107350572,-796,5,17,17,3,27.50894621014595,817193.7107350572,丁巳,54
M_0, 朔 ,1430471.1898197893,-796,5,24,16,33,20.42979195713997,817200.6898197893,甲子,1
M_1,上弦,1430477.7964657205,-796,5,31,7,6,54.638252556324005,817207.2964657205,辛未,8
M_2, 望 ,1430485.682731316,-796,6,8,4,23,7.985698878765106,817215.182731316,己卯,16
M_3,下弦,1430493.7284286846,-796,6,16,5,28,56.238352954387665,817223.2284286846,丁亥,24
M_0, 朔 ,1430500.4688187367,-796,6,22,23,15,5.938853323459625,817229.9688187367,癸巳,30
S_1,夏至,1430500.803393447,-796,6,23,7,16,53.193827122449875,817230.3033934471,甲午,31
M_1,上弦,1430507.2245783687,-796,6,29,17,23,23.571056574583054,817236.7245783687,庚子,37
M_2, 望 ,1430515.320810828,-796,7,7,19,41,58.05552989244461,817244.8208108279,戊申,45
M_3,下弦,1430523.1546993502,-796,7,15,15,42,46.02386087179184,817252.6546993502,丙辰,53
M_0, 朔 ,1430529.7691436154,-796,7,22,6,27,34.00836914777756,817259.2691436154,癸亥,60
M_1,上弦,1430536.8042987445,-796,7,29,7,18,11.41152799129486,817266.3042987445,庚午,7
