年序,分至,Season,JD,年,月,日,時,分,秒,子輿紀,子輿日,年干支
551,夏至,1,826755.8309286893,-2449,6,25,7,56,32.23875850439072,0,213485.33092868933,辛未
551,秋分,2,826846.2033623871,-2449,9,23,16,52,50.510248839855194,0,213575.70336238714,辛未
552,冬至,3,826934.670664161,-2449,12,21,4,5,45.38350850343704,0,213664.17066416098,壬申
552,春分,0,827026.8692889097,-2448,3,22,8,51,46.561799347400665,0,213756.36928890971,壬申
552,夏至,1,827121.0707037426,-2448,6,24,13,41,48.80335718393326,0,213850.57070374256,壬申
552,秋分,2,827211.4479241499,-2448,9,22,22,45,0.6465531885623932,0,213940.94792414992,壬申
553,冬至,3,827299.9167776818,-2448,12,20,10,0,9.591706842184067,0,214029.4167776818,癸酉
553,春分,0,827392.1141539474,-2447,3,22,14,44,22.901059538125992,0,214121.61415394745,癸酉
553,夏至,1,827486.3107922497,-2447,6,24,19,27,32.450377866625786,0,214215.81079224974,癸酉
553,秋分,2,827576.6888913646,-2447,9,23,4,32,0.21390236914157867,0,214306.1888913646,癸酉
554,冬至,3,827665.1521836424,-2447,12,20,15,39,8.666701465845108,0,214394.65218364238,甲戌
554,春分,0,827757.3497822589,-2446,3,22,20,23,41.1871650069952,0,214486.84978225885,甲戌
554,夏至,1,827851.5540276134,-2446,6,25,1,17,47.98579506576061,0,214581.05402761337,甲戌
554,秋分,2,827941.9318339466,-2446,9,23,10,21,50.452987253665924,0,214671.4318339466,甲戌
555,冬至,3,828030.3952209761,-2446,12,20,21,29,7.092334181070328,0,214759.8952209761,乙亥
555,春分,0,828122.5959227011,-2445,3,23,2,18,7.721371650695801,0,214852.09592270106,乙亥
555,夏至,1,828216.7987380221,-2445,6,25,7,10,10.96510961651802,0,214946.2987380221,乙亥
555,秋分,2,828307.1712661597,-2445,9,23,16,6,37.39620164036751,0,215036.67126615974,乙亥
556,冬至,3,828395.6403473123,-2445,12,21,3,22,6.007784530520439,0,215125.14034731232,丙子
556,春分,0,828487.8394939334,-2444,3,22,8,8,52.27584287524223,0,215217.33949393337,丙子
556,夏至,1,828582.038641352,-2444,6,24,12,55,38.612810522317886,0,215311.53864135197,丙子
556,秋分,2,828672.4111358149,-2444,9,22,21,52,2.1344031393527985,0,215401.91113581485,丙子
557,冬至,3,828760.8783830958,-2444,12,20,9,4,52.299480736255646,0,215490.37838309584,丁丑
557,春分,0,828853.0709479348,-2443,3,22,13,42,9.901563003659248,0,215582.57094793476,丁丑
557,夏至,1,828947.2779713734,-2443,6,24,18,40,16.72666221857071,0,215676.7779713734,丁丑
557,秋分,2,829037.6567419292,-2443,9,23,3,45,42.50268638134003,0,215767.15674192924,丁丑
558,冬至,3,829126.120518012,-2443,12,20,14,53,32.75623440742493,0,215855.62051801197,戊寅
558,春分,0,829218.3150908117,-2442,3,22,19,33,43.846130445599556,0,215947.8150908117,戊寅
558,夏至,1,829312.5231720665,-2442,6,25,0,33,22.06654965877533,0,216042.02317206655,戊寅
558,秋分,2,829402.8978923936,-2442,9,23,9,32,57.90281027555466,0,216132.39789239364,戊寅
559,冬至,3,829491.3585251655,-2442,12,20,20,36,16.57429687678814,0,216220.85852516547,己卯
559,春分,0,829583.5559643214,-2441,3,23,1,20,35.31736582517624,0,216313.05596432136,己卯
559,夏至,1,829677.7623478501,-2441,6,25,6,17,46.85425154864788,0,216407.26234785013,己卯
559,秋分,2,829768.140216135,-2441,9,23,15,21,54.67406004667282,0,216497.64021613495,己卯
560,冬至,3,829856.6000579338,-2441,12,21,2,24,5.00548280775547,0,216586.10005793383,庚辰
560,春分,0,829948.7952358555,-2440,3,22,7,5,8.377915620803833,0,216678.2952358555,庚辰
560,夏至,1,830043.0001454559,-2440,6,24,12,0,12.567393109202385,0,216772.50014545594,庚辰
560,秋分,2,830133.3846680823,-2440,9,22,21,13,55.322314873337746,0,216862.88466808235,庚辰
561,冬至,3,830221.8480039937,-2440,12,20,8,21,7.545059323310852,0,216951.34800399374,辛巳
561,春分,0,830314.0381203888,-2439,3,22,12,54,53.601588159799576,0,217043.53812038875,辛巳
561,夏至,1,830408.241253966,-2439,6,24,17,47,24.342662394046783,0,217137.741253966,辛巳
561,秋分,2,830498.6255804833,-2439,9,23,3,0,50.153761357069016,0,217228.12558048335,辛巳
562,冬至,3,830587.0865163079,-2439,12,20,14,4,35.00900253653526,0,217316.5865163079,壬午
562,春分,0,830679.2730344301,-2438,3,22,18,33,10.174761414527893,0,217408.7730344301,壬午
562,夏至,1,830773.4839061679,-2438,6,24,23,36,49.49290730059147,0,217502.9839061679,壬午
562,秋分,2,830863.867487699,-2438,9,23,8,49,10.937195867300034,0,217593.36748769903,壬午
563,冬至,3,830952.3306152486,-2438,12,20,19,56,5.157483145594597,0,217681.83061524865,癸未
563,春分,0,831044.5205544219,-2437,3,23,0,29,35.90205520391464,0,217774.02055442194,癸未
563,夏至,1,831138.7291407802,-2437,6,25,5,29,57.76340648531914,0,217868.22914078017,癸未
563,秋分,2,831229.1102372158,-2437,9,23,14,38,44.49544183909893,0,217958.61023721576,癸未
564,冬至,3,831317.5777221404,-2437,12,21,1,51,55.19292667508125,0,218047.07772214036,甲申
564,春分,0,831409.7688611823,-2436,3,22,6,27,9.606147855520248,0,218139.26886118227,甲申
564,夏至,1,831503.970087495,-2436,6,24,11,16,55.559572353959084,0,218233.47008749505,甲申
564,秋分,2,831594.3537508068,-2436,9,22,20,29,24.069704711437225,0,218323.85375080677,甲申
565,冬至,3,831682.8176958669,-2436,12,20,7,37,28.92290197312832,0,218412.31769586692,乙酉
565,春分,0,831775.0037481523,-2435,3,22,12,5,23.84035773575306,0,218504.5037481523,乙酉
565,夏至,1,831869.2097841079,-2435,6,24,17,2,5.346919521689415,0,218598.70978410786,乙酉
565,秋分,2,831959.6006741814,-2435,9,23,2,24,58.249269649386406,0,218689.10067418136,乙酉
566,冬至,3,832048.0625217492,-2435,12,20,13,30,1.8791288137435913,0,218777.56252174918,丙戌
566,春分,0,832140.2511982726,-2434,3,22,18,1,43.530750051140785,0,218869.75119827257,丙戌
566,夏至,1,832234.4589885618,-2434,6,24,23,0,56.61173611879349,0,218963.95898856176,丙戌
566,秋分,2,832324.8437905886,-2434,9,23,8,15,3.5068508237600327,0,219054.34379058855,丙戌
567,冬至,3,832413.3055298232,-2434,12,20,19,19,57.77672253549099,0,219142.80552982318,丁亥
567,春分,0,832505.4957783786,-2433,3,22,23,53,55.251908004283905,0,219234.99577837856,丁亥
567,夏至,1,832599.7019319487,-2433,6,25,4,50,46.92036397755146,0,219329.20193194866,丁亥
567,秋分,2,832690.0847334801,-2433,9,23,14,2,0.972682535648346,0,219419.58473348012,丁亥
568,冬至,3,832778.5485444847,-2433,12,21,1,9,54.243474304676056,0,219508.04854448466,戊子
568,春分,0,832870.7362195988,-2432,3,22,5,40,9.373335912823677,0,219600.2362195988,戊子
568,夏至,1,832964.9430931893,-2432,6,24,10,38,3.251553028821945,0,219694.44309318927,戊子
568,秋分,2,833055.3296469355,-2432,9,22,19,54,41.49522319436073,0,219784.82964693545,戊子
569,冬至,3,833143.7962172059,-2432,12,20,7,6,33.166592717170715,0,219873.29621720593,己丑
569,春分,0,833235.9817781581,-2431,3,22,11,33,45.63286051154137,0,219965.4817781581,己丑
569,夏至,1,833330.1881410438,-2431,6,24,16,30,55.38618117570877,0,220059.68814104376,己丑
569,秋分,2,833420.573894036,-2431,9,23,1,46,24.444710612297058,0,220150.073894036,己丑
570,冬至,3,833509.0329400996,-2431,12,20,12,47,26.02460525929928,0,220238.5329400996,庚寅
570,春分,0,833601.2176552898,-2430,3,22,17,13,25.41703887283802,0,220330.7176552898,庚寅
570,夏至,1,833695.430322224,-2430,6,24,22,19,39.84015718102455,0,220424.93032222404,庚寅
570,秋分,2,833785.8183689227,-2430,9,23,7,38,27.07492008805275,0,220515.3183689227,庚寅
571,冬至,3,833874.2746026679,-2430,12,20,18,35,25.670506060123444,0,220603.7746026679,辛卯
571,春分,0,833966.4629839126,-2429,3,22,23,6,41.810044795274734,0,220695.96298391256,辛卯
571,夏至,1,834060.6746607714,-2429,6,25,4,11,30.690647810697556,0,220790.1746607714,辛卯
571,秋分,2,834151.0637301672,-2429,9,23,13,31,46.28644824028015,0,220880.56373016723,辛卯
572,冬至,3,834239.5223847314,-2429,12,21,0,32,14.040797129273415,0,220969.02238473145,壬辰
572,春分,0,834331.7088453588,-2428,3,22,5,0,44.23900097608566,0,221061.2088453588,壬辰
572,夏至,1,834425.9145626666,-2428,6,24,9,56,58.21439042687416,0,221155.41456266656,壬辰
572,秋分,2,834516.3068586832,-2428,9,22,19,21,52.590231746435165,0,221245.80685868324,壬辰
573,冬至,3,834604.7650465071,-2428,12,20,6,21,40.01821517944336,0,221334.26504650712,癸巳
573,春分,0,834696.9405160043,-2427,3,22,10,34,20.582774877548218,0,221426.44051600434,癸巳
573,夏至,1,834791.1516354776,-2427,6,24,15,38,21.305260509252548,0,221520.65163547755,癸巳
573,秋分,2,834881.5502705597,-2427,9,23,1,12,23.376360833644867,0,221611.05027055973,癸巳
574,冬至,3,834970.0102901589,-2427,12,20,12,14,49.069730043411255,0,221699.5102901589,甲午
574,春分,0,835062.1851084353,-2426,3,22,16,26,33.36881339550018,0,221791.68510843534,甲午
574,夏至,1,835156.3983849644,-2426,6,24,21,33,40.46092785894871,0,221885.89838496444,甲午
574,秋分,2,835246.7907993589,-2426,9,23,6,58,45.064605474472046,0,221976.29079935886,甲午
575,冬至,3,835335.2530196789,-2426,12,20,18,4,20.900254547595978,0,222064.75301967887,乙未
575,春分,0,835427.4307919537,-2425,3,22,22,20,20.424799248576164,0,222156.9307919537,乙未
575,夏至,1,835521.6383587826,-2425,6,25,3,19,14.198819026350975,0,222251.13835878263,乙未
575,秋分,2,835612.030371652,-2425,9,23,12,43,44.1107314825058,0,222341.53037165198,乙未
576,冬至,3,835700.4937315235,-2425,12,20,23,50,58.403631672263145,0,222429.99373152351,丙申
576,春分,0,835792.6706461061,-2424,3,22,4,5,43.823569267988205,0,222522.17064610613,丙申
576,夏至,1,835886.8747352795,-2424,6,24,8,59,37.12814658880234,0,222616.37473527947,丙申
576,秋分,2,835977.2725933137,-2424,9,22,18,32,32.06230469048023,0,222706.7725933137,丙申
577,冬至,3,836065.7369940353,-2424,12,20,5,41,16.284650713205338,0,222795.2369940353,丁酉
577,春分,0,836157.9153287848,-2423,3,22,9,58,4.4070106744766235,0,222887.41532878485,丁酉
577,夏至,1,836252.1180010834,-2423,6,24,14,49,55.29360383749008,0,222981.61800108338,丁酉
577,秋分,2,836342.514716808,-2423,9,23,0,21,11.53220996260643,0,223072.014716808,丁酉
578,冬至,3,836430.9735149418,-2423,12,20,11,21,51.69096753001213,0,223160.47351494175,戊戌
578,春分,0,836523.1513480647,-2422,3,22,15,37,56.47278606891632,0,223252.65134806465,戊戌
578,夏至,1,836617.3589198584,-2422,6,24,20,36,50.675761476159096,0,223346.85891985835,戊戌
578,秋分,2,836707.754242433,-2422,9,23,6,6,6.546211391687393,0,223437.254242433,戊戌
579,冬至,3,836796.213354787,-2422,12,20,17,7,13.853594586253166,0,223525.71335478697,己亥
579,春分,0,836888.3937786411,-2421,3,22,21,27,2.474593296647072,0,223617.89377864113,己亥
579,夏至,1,836982.6034696263,-2421,6,25,2,28,59.77571055293083,0,223712.10346962628,己亥
579,秋分,2,837072.995286752,-2421,9,23,11,53,12.77537316083908,0,223802.495286752,己亥
580,冬至,3,837161.4588066319,-2421,12,20,23,0,40.89299216866493,0,223890.95880663185,庚子
580,春分,0,837253.6393766826,-2420,3,22,3,20,42.14537478983402,0,223983.13937668258,庚子
580,夏至,1,837347.8463688805,-2420,6,24,8,18,46.27127319574356,0,224077.34636888048,庚子
580,秋分,2,837438.2379310534,-2420,9,22,17,42,37.24301263689995,0,224167.7379310534,庚子
581,冬至,3,837526.6989703224,-2420,12,20,4,46,31.035853698849678,0,224256.19897032238,辛丑
581,春分,0,837618.8710318444,-2419,3,22,8,54,17.15135671198368,0,224348.3710318444,辛丑
581,夏至,1,837713.0844285259,-2419,6,24,14,1,34.62463594973087,0,224442.58442852588,辛丑
581,秋分,2,837803.4830132124,-2419,9,22,23,35,32.34155550599098,0,224532.98301321245,辛丑
582,冬至,3,837891.9395641899,-2419,12,20,10,32,58.34600508213043,0,224621.43956418987,壬寅
582,春分,0,837984.1141300257,-2418,3,22,14,44,20.83422303199768,0,224713.61413002573,壬寅
582,夏至,1,838078.3319350187,-2418,6,24,19,57,59.18561138212681,0,224807.83193501865,壬寅
582,秋分,2,838168.728609021,-2418,9,23,5,29,11.819419115781784,0,224898.22860902105,壬寅
583,冬至,3,838257.182279065,-2418,12,20,16,22,28.911217600107193,0,224986.68227906502,癸卯
583,春分,0,838349.3602958636,-2417,3,22,20,38,49.56261411309242,0,225078.8602958636,癸卯
583,夏至,1,838443.5734629522,-2417,6,25,1,45,47.1990667283535,0,225173.07346295216,癸卯
583,秋分,2,838533.9735287168,-2417,9,23,11,21,52.88113407790661,0,225263.47352871683,癸卯
584,冬至,3,838622.4275725308,-2417,12,20,22,15,42.266662046313286,0,225351.9275725308,甲辰
584,春分,0,838714.5988405544,-2416,3,22,2,22,19.823896810412407,0,225444.09884055436,甲辰
584,夏至,1,838808.8097726626,-2416,6,24,7,26,4.358047395944595,0,225538.3097726626,甲辰
584,秋分,2,838899.2171991155,-2416,9,22,17,12,46.00358337163925,0,225628.71719911555,甲辰
585,冬至,3,838987.6753940131,-2416,12,20,4,12,34.04272824525833,0,225717.17539401306,乙巳
585,春分,0,839079.8435435904,-2415,3,22,8,14,42.16621018946171,0,225809.3435435904,乙巳
585,夏至,1,839174.055629659,-2415,6,24,13,20,6.4025357365608215,0,225903.55562965898,乙巳
585,秋分,2,839264.4620598973,-2415,9,22,23,5,21.97512276470661,0,225993.96205989725,乙巳
586,冬至,3,839352.9194259039,-2415,12,20,10,3,58.398100063204765,0,226082.41942590394,丙午
586,春分,0,839445.084492153,-2414,3,22,14,1,40.12202113866806,0,226174.58449215302,丙午
586,夏至,1,839539.2988424047,-2414,6,24,19,10,19.983769208192825,0,226268.79884240474,丙午
586,秋分,2,839629.7035119601,-2414,9,23,4,53,3.433353155851364,0,226359.2035119601,丙午
587,冬至,3,839718.1627148987,-2414,12,20,15,54,18.567247912287712,0,226447.6627148987,丁未
587,春分,0,839810.3306411041,-2413,3,22,19,56,7.391397804021835,0,226539.83064110414,丁未
587,夏至,1,839904.5432561734,-2413,6,25,1,2,17.333379685878754,0,226634.04325617338,丁未
587,秋分,2,839994.9469482142,-2413,9,23,10,43,36.325706988573074,0,226724.4469482142,丁未
588,冬至,3,840083.4099878003,-2413,12,20,21,50,22.94594496488571,0,226812.9099878003,戊申
588,春分,0,840175.5816694137,-2412,3,22,1,57,36.237345188856125,0,226905.08166941372,戊申
588,夏至,1,840269.7877582145,-2412,6,24,6,54,22.309734150767326,0,226999.28775821452,戊申
588,秋分,2,840360.1929325804,-2412,9,22,16,37,49.374943524599075,0,227089.69293258036,戊申
589,冬至,3,840448.6526733808,-2412,12,20,3,39,50.9801010042429,0,227178.1526733808,己酉
589,春分,0,840540.8170091511,-2411,3,22,7,36,29.590654894709587,0,227270.3170091511,己酉
589,夏至,1,840635.0252571537,-2411,6,24,12,36,22.218077033758163,0,227364.52525715367,己酉
589,秋分,2,840725.4360465095,-2411,9,22,22,27,54.41842406988144,0,227454.93604650954,己酉
590,冬至,3,840813.8937865571,-2411,12,20,9,27,3.1585364788770676,0,227543.39378655714,庚戌
590,春分,0,840906.0607999635,-2410,3,22,13,27,33.116849809885025,0,227635.56079996354,庚戌
590,夏至,1,841000.273985955,-2410,6,24,18,34,32.38651625812054,0,227729.77398595505,庚戌
590,秋分,2,841090.6788443357,-2410,9,23,4,17,32.150606364011765,0,227820.17884433572,庚戌
591,冬至,3,841179.1372979783,-2410,12,20,15,17,42.54532299935818,0,227908.63729797828,辛亥
591,春分,0,841271.3079942367,-2409,3,22,19,23,30.70205122232437,0,228000.8079942367,辛亥
591,夏至,1,841365.5178693777,-2409,6,25,0,25,43.91423687338829,0,228095.01786937774,辛亥
591,秋分,2,841455.9193300836,-2409,9,23,10,3,50.11922724545002,0,228185.41933008365,辛亥
592,冬至,3,841544.3799175267,-2409,12,20,21,7,4.874309822916985,0,228273.87991752673,壬子
592,春分,0,841636.5449629448,-2408,3,22,1,4,44.798431769013405,0,228366.0449629448,壬子
592,夏至,1,841730.754072791,-2408,6,24,6,5,51.88913941383362,0,228460.25407279097,壬子
592,秋分,2,841821.1593446825,-2408,9,22,15,49,27.380565404891968,0,228550.65934468247,壬子
593,冬至,3,841909.6212245156,-2408,12,20,2,54,33.79814833402634,0,228639.1212245156,癸丑
593,春分,0,842001.7868666172,-2407,3,22,6,53,5.275722295045853,0,228731.28686661716,癸丑
593,夏至,1,842095.9996218586,-2407,6,24,11,59,27.32858195900917,0,228825.4996218586,癸丑
593,秋分,2,842186.4047384945,-2407,9,22,21,42,49.40592862665653,0,228915.90473849454,癸丑
594,冬至,3,842274.8586507846,-2407,12,20,8,36,27.427788600325584,0,229004.3586507846,甲寅
594,春分,0,842367.0244907957,-2406,3,22,12,35,16.00474677979946,0,229096.52449079568,甲寅
594,夏至,1,842461.2401436793,-2406,6,24,17,45,48.41389283537865,0,229190.74014367932,甲寅
594,秋分,2,842551.6464569996,-2406,9,23,3,30,53.88476438820362,0,229281.1464569996,甲寅
595,冬至,3,842640.0969500551,-2406,12,20,14,19,36.4847606420517,0,229369.5969500551,乙卯
595,春分,0,842732.2643259715,-2405,3,22,18,20,37.76393607258797,0,229461.76432597148,乙卯
595,夏至,1,842826.4799116174,-2405,6,24,23,31,4.363739266991615,0,229555.97991161735,乙卯
595,秋分,2,842916.8886296967,-2405,9,23,9,19,37.60579325258732,0,229646.38862969668,乙卯
596,冬至,3,843005.3420786945,-2405,12,20,20,12,35.59920407831669,0,229734.8420786945,丙辰
596,春分,0,843097.5090346468,-2404,3,22,0,13,0.5934827774763107,0,229827.0090346468,丙辰
596,夏至,1,843191.7222265673,-2404,6,24,5,20,0.3754176199436188,0,229921.22222656733,丙辰
596,秋分,2,843282.1336460266,-2404,9,22,15,12,27.016698494553566,0,230011.6336460266,丙辰
597,冬至,3,843370.5861674347,-2404,12,20,2,4,4.866357743740082,0,230100.0861674347,丁巳
597,春分,0,843462.7404873918,-2403,3,22,5,46,18.110653907060623,0,230192.24048739183,丁巳
597,夏至,1,843556.9568426745,-2403,6,24,10,57,51.20707891881466,0,230286.45684267452,丁巳
597,秋分,2,843647.3736531511,-2403,9,22,20,58,3.6322546005249023,0,230376.8736531511,丁巳
598,冬至,3,843735.8277051332,-2403,12,20,7,51,53.72351199388504,0,230465.32770513324,戊午
598,春分,0,843827.9816308076,-2402,3,22,11,33,32.901778891682625,0,230557.48163080763,戊午
598,夏至,1,843922.2030508416,-2402,6,24,16,52,23.59271228313446,0,230651.70305084158,戊午
598,秋分,2,844012.6162333279,-2402,9,23,2,47,22.559529840946198,0,230742.1162333279,戊午
599,冬至,3,844101.0715599707,-2402,12,20,13,43,2.781471312046051,0,230830.57155997073,己未
599,春分,0,844193.2302878001,-2401,3,22,17,31,36.865926682949066,0,230922.73028780008,己未
599,夏至,1,844287.4453199029,-2401,6,24,22,41,15.639606267213821,0,231016.94531990285,己未
599,秋分,2,844377.8582641634,-2401,9,23,8,35,54.02371510863304,0,231107.35826416337,己未
600,冬至,3,844466.3148910785,-2401,12,20,19,33,26.5891832113266,0,231195.8148910785,庚申
600,春分,0,844558.4695519387,-2400,3,21,23,16,9.287503883242607,0,231287.9695519387,庚申
600,夏至,1,844652.678697826,-2400,6,24,4,17,19.49216566979885,0,231382.178697826,庚申
600,秋分,2,844743.098974307,-2400,9,22,14,22,31.38012059032917,0,231472.59897430695,庚申
601,冬至,3,844831.5576150224,-2400,12,20,1,22,57.937936037778854,0,231561.0576150224,辛酉
601,春分,0,844923.7139721164,-2399,3,22,5,8,7.19085305929184,0,231653.21397211635,辛酉
601,夏至,1,845017.9251883356,-2399,6,24,10,12,16.272194981575012,0,231747.4251883356,辛酉
601,秋分,2,845108.3449399357,-2399,9,22,20,16,42.81044617295265,0,231837.84493993572,辛酉
602,冬至,3,845196.7986880798,-2399,12,20,7,10,6.65009580552578,0,231926.2986880798,壬戌
602,春分,0,845288.9558909165,-2398,3,22,10,56,28.97518739104271,0,232018.45589091652,壬戌
