年序,分至,Season,JD,年,月,日,時,分,秒,子輿紀,子輿日,年干支
2856,冬至,3,1668454.1825710756,-145,12,21,16,22,54.14093390107155,0,1055183.6825710756,丙申
2856,春分,0,1668544.4234039553,-144,3,20,22,9,42.10173770785332,0,1055273.9234039553,丙申
2856,夏至,1,1668638.442356272,-144,6,22,22,36,59.58189234137535,0,1055367.942356272,丙申
2856,秋分,2,1668730.7813628442,-144,9,23,6,45,9.749735891819,0,1055460.2813628442,丙申
2857,冬至,3,1668819.423671968,-144,12,20,22,10,5.2580393850803375,0,1055548.923671968,丁酉
2857,春分,0,1668909.6650540577,-143,3,21,3,57,40.67058742046356,0,1055639.1650540577,丁酉
2857,夏至,1,1669003.6896246604,-143,6,23,4,33,3.5706599056720734,0,1055733.1896246604,丁酉
2857,秋分,2,1669096.0259550973,-143,9,23,12,37,22.52040535211563,0,1055825.5259550973,丁酉
2858,冬至,3,1669184.6679995926,-143,12,21,4,1,55.164801478385925,0,1055914.1679995926,戊戌
2858,春分,0,1669274.915103097,-142,3,21,9,57,44.907579123973846,0,1056004.415103097,戊戌
2858,夏至,1,1669368.9366532958,-142,6,23,10,28,46.844754070043564,0,1056098.4366532958,戊戌
2858,秋分,2,1669461.2705230531,-142,9,23,18,29,33.19179028272629,0,1056190.7705230531,戊戌
2859,冬至,3,1669549.9124911462,-142,12,21,9,53,59.235035330057144,0,1056279.4124911462,己亥
2859,春分,0,1669640.1545067977,-141,3,21,15,42,29.387318640947342,0,1056369.6545067977,己亥
2859,夏至,1,1669734.1690948065,-141,6,23,16,3,29.791284799575806,0,1056463.6690948065,己亥
2859,秋分,2,1669826.5122929686,-141,9,24,0,17,42.112484872341156,0,1056556.0122929686,己亥
2860,冬至,3,1669915.1549983788,-141,12,21,15,43,11.859930753707886,0,1056644.6549983788,庚子
2860,春分,0,1670005.395772262,-140,3,20,21,29,54.72343772649765,0,1056734.895772262,庚子
2860,夏至,1,1670099.4150003598,-140,6,22,21,57,36.031083315610886,0,1056828.9150003598,庚子
2860,秋分,2,1670191.7608316115,-140,9,23,6,15,35.85123047232628,0,1056921.2608316115,庚子
2861,冬至,3,1670280.3984809443,-140,12,20,21,33,48.75359058380127,0,1057009.8984809443,辛丑
2861,春分,0,1670370.6385339426,-139,3,21,3,19,29.3326435983181,0,1057100.1385339426,辛丑
2861,夏至,1,1670464.6592228443,-139,6,23,3,49,16.853746622800827,0,1057194.1592228443,辛丑
2861,秋分,2,1670557.0022782325,-139,9,23,12,3,16.839286386966705,0,1057286.5022782325,辛丑
2862,冬至,3,1670645.642135458,-139,12,21,3,24,40.50357699394226,0,1057375.142135458,壬寅
2862,春分,0,1670735.8799514303,-138,3,21,9,7,7.803573757410049,0,1057465.3799514303,壬寅
2862,夏至,1,1670829.8964194946,-138,6,23,9,30,50.64433738589287,0,1057559.3964194946,壬寅
2862,秋分,2,1670922.239314897,-138,9,23,17,44,36.80709958076477,0,1057651.739314897,壬寅
2863,冬至,3,1671010.8876455775,-138,12,21,9,18,12.577899992465973,0,1057740.3876455775,癸卯
2863,春分,0,1671101.1245092736,-137,3,21,14,59,17.601235806941986,0,1057830.6245092736,癸卯
2863,夏至,1,1671195.1402207904,-137,6,23,15,21,55.07629081606865,0,1057924.6402207904,癸卯
2863,秋分,2,1671287.4834098883,-137,9,23,23,36,6.614352911710739,0,1058016.9834098883,癸卯
2864,冬至,3,1671376.1311434428,-137,12,21,15,8,50.793459713459015,0,1058105.6311434428,甲辰
2864,春分,0,1671466.3633002162,-136,3,20,20,43,9.138675481081009,0,1058195.8633002162,甲辰
2864,夏至,1,1671560.3769586529,-136,6,22,21,2,49.22760754823685,0,1058289.8769586529,甲辰
2864,秋分,2,1671652.724627819,-136,9,23,5,23,27.84355401992798,0,1058382.224627819,甲辰
2865,冬至,3,1671741.3692528065,-136,12,20,20,51,43.44248414039612,0,1058470.8692528065,乙巳
2865,春分,0,1671831.6049577459,-135,3,21,2,31,8.349243700504303,0,1058561.1049577459,乙巳
2865,夏至,1,1671925.620293276,-135,6,23,2,53,13.339039385318756,0,1058655.120293276,乙巳
2865,秋分,2,1672017.9663207415,-135,9,23,11,11,30.11206179857254,0,1058747.4663207415,乙巳
2866,冬至,3,1672106.6100504743,-135,12,21,2,38,28.360978960990906,0,1058836.1100504743,丙午
2866,春分,0,1672196.8521635113,-134,3,21,8,27,6.92737877368927,0,1058926.3521635113,丙午
2866,夏至,1,1672290.866095079,-134,6,23,8,47,10.614835023880005,0,1059020.366095079,丙午
2866,秋分,2,1672383.2080537318,-134,9,23,16,59,35.84242969751358,0,1059112.7080537318,丙午
2867,冬至,3,1672471.8544594783,-134,12,21,8,30,25.29892399907112,0,1059201.3544594783,丁未
2867,春分,0,1672562.0899752812,-133,3,21,14,9,33.86429160833359,0,1059291.5899752812,丁未
2867,夏至,1,1672656.0979959248,-133,6,23,14,21,6.847899556159973,0,1059385.5979959248,丁未
2867,秋分,2,1672748.4450218035,-133,9,23,22,40,49.88382160663605,0,1059477.9450218035,丁未
2868,冬至,3,1672837.0948736528,-133,12,21,14,16,37.08360135555267,0,1059566.5948736528,戊申
2868,春分,0,1672927.327948744,-132,3,20,19,52,14.771476686000824,0,1059656.827948744,戊申
2868,夏至,1,1673021.3431435472,-132,6,22,20,14,7.602476924657822,0,1059750.8431435472,戊申
2868,秋分,2,1673113.6902400986,-132,9,23,4,33,56.74452155828476,0,1059843.1902400986,戊申
2869,冬至,3,1673202.3351375905,-132,12,20,20,2,35.887822061777115,0,1059931.8351375905,己酉
2869,春分,0,1673292.5701437856,-131,3,21,1,41,0.4230724275112152,0,1060022.0701437856,己酉
2869,夏至,1,1673386.5886894248,-131,6,23,2,7,42.76630237698555,0,1060116.0886894248,己酉
2869,秋分,2,1673478.9318551342,-131,9,23,10,21,52.28359490633011,0,1060208.4318551342,己酉
2870,冬至,3,1673567.5757078128,-131,12,21,1,49,1.1550253629684448,0,1060297.0757078128,庚戌
2870,春分,0,1673657.8116378791,-130,3,21,7,28,45.512755662202835,0,1060387.3116378791,庚戌
2870,夏至,1,1673751.8248876466,-130,6,23,7,47,50.29266580939293,0,1060481.3248876466,庚戌
2870,秋分,2,1673844.17063917,-130,9,23,16,5,43.22429671883583,0,1060573.67063917,庚戌
2871,冬至,3,1673932.8171860278,-130,12,21,7,36,44.872798919677734,0,1060662.3171860278,辛亥
2871,春分,0,1674023.0533428185,-129,3,21,13,16,48.819519728422165,0,1060752.5533428185,辛亥
2871,夏至,1,1674117.0682814317,-129,6,23,13,38,19.515697360038757,0,1060846.5682814317,辛亥
2871,秋分,2,1674209.4187164009,-129,9,23,22,2,57.0970344543457,0,1060938.9187164009,辛亥
2872,冬至,3,1674298.0612101543,-129,12,21,13,28,8.557333499193192,0,1061027.5612101543,壬子
2872,春分,0,1674388.2909370027,-128,3,20,18,58,56.95703744888306,0,1061117.7909370027,壬子
2872,夏至,1,1674482.306689452,-128,6,22,19,21,37.96864539384842,0,1061211.806689452,壬子
2872,秋分,2,1674574.6629248231,-128,9,23,3,54,36.70471742749214,0,1061304.1629248231,壬子
2873,冬至,3,1674663.3048639465,-128,12,20,19,19,0.244978666305542,0,1061392.8048639465,癸丑
2873,春分,0,1674753.5318695814,-127,3,21,0,45,53.53183597326279,0,1061483.0318695814,癸丑
2873,夏至,1,1674847.5497183178,-127,6,23,1,11,35.66265866160393,0,1061577.0497183178,癸丑
2873,秋分,2,1674939.905064673,-127,9,23,9,43,17.587741166353226,0,1061669.405064673,癸丑
2874,冬至,3,1675028.5505824904,-127,12,21,1,12,50.32717019319534,0,1061758.0505824904,甲寅
2874,春分,0,1675118.7796957814,-126,3,21,6,42,45.71551412343979,0,1061848.2796957814,甲寅
2874,夏至,1,1675212.79698066,-126,6,23,7,7,39.12901908159256,0,1061942.29698066,甲寅
2874,秋分,2,1675305.149343253,-126,9,23,15,35,3.2570689916610718,0,1062034.649343253,甲寅
2875,冬至,3,1675393.8013832746,-126,12,21,7,13,59.514926075935364,0,1062123.3013832746,乙卯
2875,春分,0,1675484.0239650263,-125,3,21,12,34,30.57826817035675,0,1062213.5239650263,乙卯
2875,夏至,1,1675578.0311196698,-125,6,23,12,44,48.73946964740753,0,1062307.5311196698,乙卯
2875,秋分,2,1675670.388784474,-125,9,23,21,19,50.978553146123886,0,1062399.888784474,乙卯
2876,冬至,3,1675759.04437429,-125,12,21,13,3,53.93864929676056,0,1062488.54437429,丙辰
2876,春分,0,1675849.267618236,-124,3,20,18,25,22.21558168530464,0,1062578.767618236,丙辰
2876,夏至,1,1675943.2767202402,-124,6,22,18,38,28.628757297992706,0,1062672.7767202402,丙辰
2876,秋分,2,1676035.6364441807,-124,9,23,3,16,28.777215778827667,0,1062765.1364441807,丙辰
2877,冬至,3,1676124.2862461268,-124,12,20,18,52,11.665351241827011,0,1062853.7862461268,丁巳
2877,春分,0,1676214.515799137,-123,3,21,0,22,45.045442432165146,0,1062944.015799137,丁巳
2877,夏至,1,1676308.525894506,-123,6,23,0,37,17.28531002998352,0,1063038.025894506,丁巳
2877,秋分,2,1676400.8810431797,-123,9,23,9,8,42.13072255253792,0,1063130.3810431797,丁巳
2878,冬至,3,1676489.530267788,-123,12,21,0,43,35.13689160346985,0,1063219.030267788,戊午
2878,春分,0,1676579.761120339,-122,3,21,6,16,0.7972830533981323,0,1063309.261120339,戊午
2878,夏至,1,1676673.7641759613,-122,6,23,6,20,24.803052842617035,0,1063403.2641759613,戊午
2878,秋分,2,1676766.1177448065,-122,9,23,14,49,33.151277750730515,0,1063495.6177448065,戊午
2879,冬至,3,1676854.7724466976,-122,12,21,6,32,19.394670724868774,0,1063584.2724466976,己未
2879,春分,0,1676945.0031005081,-121,3,21,12,4,27.88390204310417,0,1063674.5031005081,己未
2879,夏至,1,1677039.0104126874,-121,6,23,12,14,59.65619444847107,0,1063768.5104126874,己未
2879,秋分,2,1677131.3645172587,-121,9,23,20,44,54.29115280508995,0,1063860.8645172587,己未
2880,冬至,3,1677220.017030487,-121,12,21,12,24,31.434082835912704,0,1063949.517030487,庚申
2880,春分,0,1677310.2419517154,-120,3,20,17,48,24.628213495016098,0,1064039.7419517154,庚申
2880,夏至,1,1677404.252326673,-120,6,22,18,3,21.024538278579712,0,1064133.752326673,庚申
2880,秋分,2,1677496.6068077262,-120,9,23,2,33,48.18754389882088,0,1064226.1068077262,庚申
2881,冬至,3,1677585.2572157835,-120,12,20,18,10,23.443691432476044,0,1064314.7572157835,辛酉
2881,春分,0,1677675.4818378214,-119,3,20,23,33,50.78777119517326,0,1064404.9818378214,辛酉
2881,夏至,1,1677769.4945939113,-119,6,22,23,52,12.913939654827118,0,1064498.9945939113,辛酉
2881,秋分,2,1677861.8470361414,-119,9,23,8,19,43.92262011766434,0,1064591.3470361414,辛酉
2882,冬至,3,1677950.4964057826,-119,12,20,23,54,49.4596204161644,0,1064679.9964057826,壬戌
2882,春分,0,1678040.726617173,-118,3,21,5,26,19.723752290010452,0,1064770.226617173,壬戌
2882,夏至,1,1678134.7403047336,-118,6,23,5,46,2.328985333442688,0,1064864.2403047336,壬戌
2882,秋分,2,1678227.0930929973,-118,9,23,14,14,3.2349689304828644,0,1064956.5930929973,壬戌
2883,冬至,3,1678315.742067487,-118,12,21,5,48,34.63087499141693,0,1065045.242067487,癸亥
2883,春分,0,1678405.966179428,-117,3,21,11,11,17.902572602033615,0,1065135.466179428,癸亥
2883,夏至,1,1678499.9716219972,-117,6,23,11,19,8.1405571103096,0,1065229.4716219972,癸亥
2883,秋分,2,1678592.3323959787,-117,9,23,19,58,39.012562930583954,0,1065321.8323959787,癸亥
2884,冬至,3,1678680.9812544696,-117,12,21,11,33,0.38617372512817383,0,1065410.4812544696,甲子
2884,春分,0,1678771.2023254668,-116,3,20,16,51,20.920330435037613,0,1065500.7023254668,甲子
2884,夏至,1,1678865.2123249678,-116,6,22,17,5,44.877221435308456,0,1065594.7123249678,甲子
2884,秋分,2,1678957.5772502404,-116,9,23,1,51,14.420768022537231,0,1065687.0772502404,甲子
2885,冬至,3,1679046.2223868615,-116,12,20,17,20,14.224829524755478,0,1065775.7223868615,乙丑
2885,春分,0,1679136.4437981443,-115,3,20,22,39,4.159671664237976,0,1065865.9437981443,乙丑
2885,夏至,1,1679230.4580554243,-115,6,22,22,59,35.98865702748299,0,1065959.9580554243,乙丑
2885,秋分,2,1679322.8199181198,-115,9,23,7,40,40.92555195093155,0,1066052.3199181198,乙丑
2886,冬至,3,1679411.4683467462,-115,12,20,23,14,25.158869326114655,0,1066140.9683467462,丙寅
2886,春分,0,1679501.6859831577,-114,3,21,4,27,48.94482672214508,0,1066231.1859831577,丙寅
2886,夏至,1,1679595.6917392055,-114,6,23,4,36,6.267355531454086,0,1066325.1917392055,丙寅
2886,秋分,2,1679688.0526322653,-114,9,23,13,15,47.427718341350555,0,1066417.5526322653,丙寅
2887,冬至,3,1679776.7096997916,-114,12,21,5,1,58.06199625134468,0,1066506.2096997916,丁卯
2887,春分,0,1679866.9266459867,-113,3,21,10,14,22.21325397491455,0,1066596.4266459867,丁卯
2887,夏至,1,1679960.9334344969,-113,6,23,10,24,8.740529268980026,0,1066690.4334344969,丁卯
2887,秋分,2,1680053.2985418108,-113,9,23,19,9,54.01245564222336,0,1066782.7985418108,丁卯
2888,冬至,3,1680141.953751069,-113,12,21,10,53,24.092364013195038,0,1066871.453751069,戊辰
2888,春分,0,1680232.1679033719,-112,3,20,16,1,46.851328164339066,0,1066961.6679033719,戊辰
2888,夏至,1,1680326.1738015106,-112,6,22,16,10,16.450515389442444,0,1067055.6738015106,戊辰
2888,秋分,2,1680418.541252847,-112,9,23,0,59,24.245986193418503,0,1067148.041252847,戊辰
2889,冬至,3,1680507.1937101833,-112,12,20,16,38,56.55983358621597,0,1067236.6937101833,己巳
2889,春分,0,1680597.4103022232,-111,3,20,21,50,50.112082064151764,0,1067326.9103022232,己巳
2889,夏至,1,1680691.4145855207,-111,6,22,21,57,0.1889924705028534,0,1067420.9145855207,己巳
2889,秋分,2,1680783.7799017588,-111,9,23,6,43,3.51195752620697,0,1067513.2799017588,己巳
2890,冬至,3,1680872.4338310598,-111,12,20,22,24,43.00357013940811,0,1067601.9338310598,庚午
2890,春分,0,1680962.6566717408,-110,3,21,3,45,36.43840625882149,0,1067692.1566717408,庚午
2890,夏至,1,1681056.6625352255,-110,6,23,3,54,3.043483793735504,0,1067786.1625352255,庚午
2890,秋分,2,1681149.0260056923,-110,9,23,12,37,26.891815960407257,0,1067878.5260056923,庚午
2891,冬至,3,1681237.6828976856,-110,12,21,4,23,22.360032498836517,0,1067967.1828976856,辛未
2891,春分,0,1681327.8990623225,-109,3,21,9,34,38.984659910202026,0,1068057.3990623225,辛未
2891,夏至,1,1681421.89864091,-109,6,23,9,34,2.574618011713028,0,1068151.39864091,辛未
2891,秋分,2,1681514.2649047258,-109,9,23,18,21,27.76831179857254,0,1068243.7649047258,辛未
2892,冬至,3,1681602.9247282331,-109,12,21,10,11,36.51934280991554,0,1068332.4247282331,壬申
2892,春分,0,1681693.1387943628,-108,3,20,15,19,51.83294400572777,0,1068422.6387943628,壬申
2892,夏至,1,1681787.1434730683,-108,6,22,15,26,36.07309699058533,0,1068516.6434730683,壬申
2892,秋分,2,1681879.5101278843,-108,9,23,0,14,35.049206614494324,0,1068609.0101278843,壬申
2893,冬至,3,1681968.1655302905,-108,12,20,15,58,21.817095279693604,0,1068697.6655302905,癸酉
2893,春分,0,1682058.383580801,-107,3,20,21,12,21.381213068962097,0,1068787.883580801,癸酉
2893,夏至,1,1682152.3939222684,-107,6,22,21,27,14.88399088382721,0,1068881.8939222684,癸酉
2893,秋分,2,1682244.7572397054,-107,9,23,6,10,25.510548055171967,0,1068974.2572397054,癸酉
2894,冬至,3,1682333.4113107992,-107,12,20,21,52,17.2530497610569,0,1069062.9113107992,甲戌
2894,春分,0,1682423.6302841667,-106,3,21,3,7,36.55199959874153,0,1069153.1302841667,甲戌
2894,夏至,1,1682517.6316975192,-106,6,23,3,9,38.665660321712494,0,1069247.1316975192,甲戌
2894,秋分,2,1682609.9953782975,-106,9,23,11,53,20.68490579724312,0,1069339.4953782975,甲戌
2895,冬至,3,1682698.652039608,-106,12,21,3,38,56.22213006019592,0,1069428.152039608,乙亥
2895,春分,0,1682788.8711438468,-105,3,21,8,54,26.8283611536026,0,1069518.3711438468,乙亥
2895,夏至,1,1682882.8751620403,-105,6,23,9,0,14.000286161899567,0,1069612.3751620403,乙亥
2895,秋分,2,1682975.2453239714,-105,9,23,17,53,15.99112719297409,0,1069704.7453239714,乙亥
2896,冬至,3,1683063.8970411755,-105,12,21,9,31,44.3575644493103,0,1069793.3970411755,丙子
2896,春分,0,1683154.1110149077,-104,3,20,14,39,51.6880264878273,0,1069883.6110149077,丙子
2896,夏至,1,1683248.1190033373,-104,6,22,14,51,21.88834637403488,0,1069977.6190033373,丙子
2896,秋分,2,1683340.4919714292,-104,9,22,23,48,26.331483274698257,0,1070069.9919714292,丙子
2897,冬至,3,1683429.1427910638,-104,12,20,15,25,37.14790865778923,0,1070158.6427910638,丁丑
2897,春分,0,1683519.3531706478,-103,3,20,20,28,33.9439657330513,0,1070248.8531706478,丁丑
2897,夏至,1,1683613.3601668873,-103,6,22,20,38,38.41906160116196,0,1070342.8601668873,丁丑
2897,秋分,2,1683705.7304606163,-103,9,23,5,31,51.79724782705307,0,1070435.2304606163,丁丑
2898,冬至,3,1683794.3853838039,-103,12,20,21,14,57.16065376996994,0,1070523.8853838039,戊寅
2898,春分,0,1683884.597385801,-102,3,21,2,20,14.13319855928421,0,1070614.097385801,戊寅
2898,夏至,1,1683978.606222671,-102,6,23,2,32,57.63877362012863,0,1070708.106222671,戊寅
2898,秋分,2,1684070.9764094502,-102,9,23,11,26,1.7764949798583984,0,1070800.4764094502,戊寅
2899,冬至,3,1684159.6357145556,-102,12,21,3,15,25.73760598897934,0,1070889.1357145556,己卯
2899,春分,0,1684249.8414820773,-101,3,21,8,11,44.05147522687912,0,1070979.3414820773,己卯
2899,夏至,1,1684343.8409652705,-101,6,23,8,10,59.39937382936478,0,1071073.3409652705,己卯
2899,秋分,2,1684436.2154823272,-101,9,23,17,10,17.67306625843048,0,1071165.7154823272,己卯
2900,冬至,3,1684524.876883001,-101,12,21,9,2,42.6912921667099,0,1071254.376883001,庚辰
2900,春分,0,1684615.0824129414,-100,3,21,13,58,40.47813534736633,0,1071344.5824129414,庚辰
2900,夏至,1,1684709.0813207915,-100,6,23,13,57,6.11638605594635,0,1071438.5813207915,庚辰
2900,秋分,2,1684801.4583794917,-100,9,23,23,0,3.988082706928253,0,1071530.9583794917,庚辰
2901,冬至,3,1684890.1140907519,-100,12,21,14,44,17.44096040725708,0,1071619.6140907519,辛巳
2901,春分,0,1684980.3253943766,-99,3,21,19,48,34.07414227724075,0,1071709.8253943766,辛巳
2901,夏至,1,1685074.3287422976,-99,6,23,19,53,23.334512561559677,0,1071803.8287422976,辛巳
2901,秋分,2,1685166.7030359895,-99,9,24,4,52,22.30949655175209,0,1071896.2030359895,辛巳
2902,冬至,3,1685255.3590994638,-99,12,21,20,37,6.193671673536301,0,1071984.8590994638,壬午
2902,春分,0,1685345.5706373518,-98,3,22,1,41,43.067198395729065,0,1072075.0706373518,壬午
2902,夏至,1,1685439.5648092532,-98,6,24,1,33,19.519477039575577,0,1072169.0648092532,壬午
2902,秋分,2,1685531.9362312104,-98,9,24,10,28,10.376575291156769,0,1072261.4362312104,壬午
2903,冬至,3,1685620.5983937914,-98,12,22,2,21,41.223573088645935,0,1072350.0983937914,癸未
2903,春分,0,1685710.8074007998,-97,3,22,7,22,39.42910462617874,0,1072440.3074007998,癸未
2903,夏至,1,1685804.80498691,-97,6,24,7,19,10.869020819664001,0,1072534.30498691,癸未
2903,秋分,2,1685897.179173077,-97,9,24,16,18,0.5538520216941833,0,1072626.679173077,癸未
2904,冬至,3,1685985.8389328169,-97,12,22,8,8,3.7953776121139526,0,1072715.3389328169,甲申
2904,春分,0,1686076.0439911322,-96,3,21,13,3,20.833819806575775,0,1072805.5439911322,甲申
2904,夏至,1,1686170.0479952383,-96,6,23,13,9,6.788591891527176,0,1072899.5479952383,甲申
2904,秋分,2,1686262.4226072507,-96,9,23,22,8,33.266464322805405,0,1072991.9226072507,甲申
2905,冬至,3,1686351.0814138562,-96,12,21,13,57,14.157179296016693,0,1073080.5814138562,乙酉
2905,春分,0,1686441.286077097,-95,3,21,18,51,57.06118583679199,0,1073170.786077097,乙酉
2905,夏至,1,1686535.2873879273,-95,6,23,18,53,50.31691834330559,0,1073264.7873879273,乙酉
2905,秋分,2,1686627.6588064302,-95,9,24,3,48,40.87556719779968,0,1073357.1588064302,乙酉
2906,冬至,3,1686716.317143436,-95,12,21,19,36,41.19287520647049,0,1073445.817143436,丙戌
2906,春分,0,1686806.5271196505,-94,3,22,0,39,3.1378036737442017,0,1073536.0271196505,丙戌
2906,夏至,1,1686900.530657901,-94,6,24,0,44,8.842643201351166,0,1073630.030657901,丙戌
2906,秋分,2,1686992.90581024,-94,9,24,9,44,22.004732340574265,0,1073722.40581024,丙戌
2907,冬至,3,1687081.5638454906,-94,12,22,1,31,56.25038534402847,0,1073811.0638454906,丁亥
2907,春分,0,1687171.7690424172,-93,3,22,6,27,25.264843851327896,0,1073901.2690424172,丁亥
2907,夏至,1,1687265.7662841512,-93,6,24,6,23,26.95066675543785,0,1073995.2662841512,丁亥
2907,秋分,2,1687358.1479098909,-93,9,24,15,32,59.414570331573486,0,1074087.6479098909,丁亥
2908,冬至,3,1687446.8066524807,-93,12,22,7,21,34.774335622787476,0,1074176.3066524807,戊子
2908,春分,0,1687537.0076691369,-92,3,21,12,11,2.6134246587753296,0,1074266.5076691369,戊子
2908,夏至,1,1687631.0060488891,-92,6,23,12,8,42.62402102351189,0,1074360.5060488891,戊子
2908,秋分,2,1687723.390556476,-92,9,23,21,22,24.079533219337463,0,1074452.890556476,戊子
2909,冬至,3,1687812.0469204176,-92,12,21,13,7,33.92407849431038,0,1074541.5469204176,己丑
2909,春分,0,1687902.249237281,-91,3,21,17,58,54.101081639528275,0,1074631.749237281,己丑
2909,夏至,1,1687996.2546786766,-91,6,23,18,6,44.23765853047371,0,1074725.7546786766,己丑
2909,秋分,2,1688088.637452974,-91,9,24,3,17,55.936952233314514,0,1074818.137452974,己丑
2910,冬至,3,1688177.2979113432,-91,12,21,19,8,59.54004943370819,0,1074906.7979113432,庚寅
2910,春分,0,1688267.498147312,-90,3,21,23,57,19.927764236927032,0,1074996.998147312,庚寅
2910,夏至,1,1688361.4931314476,-90,6,23,23,50,6.557071208953857,0,1075090.9931314476,庚寅
2910,秋分,2,1688453.8725463336,-90,9,24,8,56,28.00322189927101,0,1075183.3725463336,庚寅
2911,冬至,3,1688542.5410875734,-90,12,22,0,59,9.966341257095337,0,1075272.0410875734,辛卯
2911,春分,0,1688632.7406992153,-89,3,22,5,46,36.41220420598984,0,1075362.2406992153,辛卯
2911,夏至,1,1688726.7347257438,-89,6,24,5,38,0.30426129698753357,0,1075456.2347257438,辛卯
2911,秋分,2,1688819.1187950557,-89,9,24,14,51,3.8928093016147614,0,1075548.6187950557,辛卯
2912,冬至,3,1688907.7838237698,-89,12,22,6,48,42.373708337545395,0,1075637.2838237698,壬辰
2912,春分,0,1688997.9837193755,-88,3,21,11,36,33.35403889417648,0,1075727.4837193755,壬辰
2912,夏至,1,1689091.9816457569,-88,6,23,11,33,34.19339329004288,0,1075821.4816457569,壬辰
2912,秋分,2,1689184.3676156527,-88,9,23,20,49,21.992396414279938,0,1075913.8676156527,壬辰
2913,冬至,3,1689273.029552337,-88,12,21,12,42,33.32191810011864,0,1076002.529552337,癸巳
2913,春分,0,1689363.2314434578,-87,3,21,17,33,16.714751422405243,0,1076092.7314434578,癸巳
2913,夏至,1,1689457.2253418714,-87,6,23,17,24,29.537687301635742,0,1076186.7253418714,癸巳
2913,秋分,2,1689549.6058535227,-87,9,24,2,32,25.744358003139496,0,1076279.1058535227,癸巳
2914,冬至,3,1689638.2687388554,-87,12,21,18,26,59.03710439801216,0,1076367.7687388554,甲午
2914,春分,0,1689728.4751899173,-86,3,21,23,24,16.408850848674774,0,1076457.9751899173,甲午
2914,夏至,1,1689822.4721784121,-86,6,23,23,19,56.21480852365494,0,1076551.9721784121,甲午
2914,秋分,2,1689914.853119696,-86,9,24,8,28,29.54173654317856,0,1076644.353119696,甲午
2915,冬至,3,1690003.5183517342,-86,12,22,0,26,25.589830577373505,0,1076733.0183517342,乙未
2915,春分,0,1690093.718113128,-85,3,22,5,14,4.974267482757568,0,1076823.218113128,乙未
2915,夏至,1,1690187.7123954603,-85,6,24,5,5,50.96777379512787,0,1076917.2123954603,乙未
2915,秋分,2,1690280.0956784408,-85,9,24,14,17,46.61728173494339,0,1077009.5956784408,乙未
2916,冬至,3,1690368.7624564543,-85,12,22,6,17,56.23765468597412,0,1077098.2624564543,丙申
2916,春分,0,1690458.9583618122,-84,3,21,11,0,2.460571378469467,0,1077188.4583618122,丙申
2916,夏至,1,1690552.9540602327,-84,6,23,10,53,50.80410808324814,0,1077282.4540602327,丙申
2916,秋分,2,1690645.3368957234,-84,9,23,20,5,7.790498435497284,0,1077374.8368957234,丙申
2917,冬至,3,1690733.99893993,-84,12,21,11,58,28.409951627254486,0,1077463.49893993,丁酉
2917,春分,0,1690824.1988456154,-83,3,21,16,46,20.261168628931046,0,1077553.6988456154,丁酉
2917,夏至,1,1690918.2020325265,-83,6,23,16,50,55.61028867959976,0,1077647.7020325265,丁酉
2917,秋分,2,1691010.585209119,-83,9,24,2,2,42.067873030900955,0,1077740.085209119,丁酉
2918,冬至,3,1691099.2452255543,-83,12,21,17,53,7.487894296646118,0,1077828.7452255543,戊戌
2918,春分,0,1691189.445467984,-82,3,21,22,41,28.433823734521866,0,1077918.945467984,戊戌
2918,夏至,1,1691283.4387793997,-82,6,23,22,31,50.54013669490814,0,1078012.9387793997,戊戌
2918,秋分,2,1691375.8212939473,-82,9,24,7,42,39.79704558849335,0,1078105.3212939473,戊戌
2919,冬至,3,1691464.4845357253,-82,12,21,23,37,43.88666778802872,0,1078193.9845357253,己亥
2919,春分,0,1691554.6826923378,-81,3,22,4,23,4.617984294891357,0,1078284.1826923378,己亥
2919,夏至,1,1691648.6755420018,-81,6,24,4,12,46.82895943522453,0,1078378.1755420018,己亥
2919,秋分,2,1691741.0657028807,-81,9,24,13,34,36.72889530658722,0,1078470.5657028807,己亥
2920,冬至,3,1691829.7252314722,-81,12,22,5,24,19.999195486307144,0,1078559.2252314722,庚子
2920,春分,0,1691919.9182032412,-80,3,21,10,2,12.76003897190094,0,1078649.4182032412,庚子
2920,夏至,1,1692013.9179344918,-80,6,23,10,1,49.54008847475052,0,1078743.4179344918,庚子
2920,秋分,2,1692106.311664966,-80,9,23,19,28,47.85305678844452,0,1078835.811664966,庚子
2921,冬至,3,1692194.971395389,-80,12,21,11,18,48.561604768037796,0,1078924.471395389,辛丑
2921,春分,0,1692285.1610523765,-79,3,21,15,51,54.92532938718796,0,1079014.6610523765,辛丑
2921,夏至,1,1692379.1569679468,-79,6,23,15,46,2.030602991580963,0,1079108.6569679468,辛丑
2921,秋分,2,1692471.5449912688,-79,9,24,1,4,47.24562227725983,0,1079201.0449912688,辛丑
2922,冬至,3,1692560.2105395654,-79,12,21,17,3,10.618452429771423,0,1079289.7105395654,壬寅
2922,春分,0,1692650.4023940894,-78,3,21,21,39,26.849322617053986,0,1079379.9023940894,壬寅
2922,夏至,1,1692744.3981308318,-78,6,23,21,33,18.50386530160904,0,1079473.8981308318,壬寅
2922,秋分,2,1692836.7879260774,-78,9,24,6,54,36.81308537721634,0,1079566.2879260774,壬寅
