(26, 1, 1, 0.7012382994871587),(-816, 12, 20, 0.7012382994871587),365,1423376.2012382995,(0, 810105.7012382995)
(27, 1, 1, 0.9474236250389367),(-815, 12, 20, 0.9474236250389367),365,1423741.447423625,(0, 810470.947423625)
(28, 1, 1, 0.19613621197640896),(-814, 12, 21, 0.19613621197640896),366,1424106.696136212,(0, 810836.196136212)
(29, 1, 1, 0.43878228054381907),(-813, 12, 21, 0.43878228054381907),365,1424471.9387822805,(0, 811201.4387822805)
(30, 1, 1, 0.6807439499534667),(-812, 12, 20, 0.6807439499534667),365,1424837.18074395,(0, 811566.68074395)
(31, 1, 1, 0.9270653109997511),(-811, 12, 20, 0.9270653109997511),365,1425202.427065311,(0, 811931.927065311)
(32, 1, 1, 0.1672324885148555),(-810, 12, 21, 0.1672324885148555),366,1425567.6672324885,(0, 812297.1672324885)
(33, 1, 1, 0.4089273912832141),(-809, 12, 21, 0.4089273912832141),365,1425932.9089273913,(0, 812662.4089273913)
(34, 1, 1, 0.652418568264693),(-808, 12, 20, 0.652418568264693),365,1426298.1524185683,(0, 813027.6524185683)
(35, 1, 1, 0.8938882541842759),(-807, 12, 20, 0.8938882541842759),365,1426663.3938882542,(0, 813392.8938882542)
(36, 1, 1, 0.13426621723920107),(-806, 12, 21, 0.13426621723920107),366,1427028.6342662172,(0, 813758.1342662172)
(37, 1, 1, 0.37383906287141144),(-805, 12, 21, 0.37383906287141144),365,1427393.8738390629,(0, 814123.3738390629)
(38, 1, 1, 0.6149835444521159),(-804, 12, 20, 0.6149835444521159),365,1427759.1149835445,(0, 814488.6149835445)
(39, 1, 1, 0.8618330133613199),(-803, 12, 20, 0.8618330133613199),365,1428124.3618330134,(0, 814853.8618330134)
(40, 1, 1, 0.10412710788659751),(-802, 12, 21, 0.10412710788659751),366,1428489.604127108,(0, 815219.1041271079)
(41, 1, 1, 0.34491536067798734),(-801, 12, 21, 0.34491536067798734),365,1428854.8449153607,(0, 815584.3449153607)
(42, 1, 1, 0.5889355018734932),(-800, 12, 20, 0.5889355018734932),365,1429220.0889355019,(0, 815949.5889355019)
(43, 1, 1, 0.8324433902744204),(-799, 12, 20, 0.8324433902744204),365,1429585.3324433903,(0, 816314.8324433903)
(44, 1, 1, 0.0757789327763021),(-798, 12, 21, 0.0757789327763021),366,1429950.5757789328,(0, 816680.0757789328)
(45, 1, 1, 0.3191104994621128),(-797, 12, 21, 0.3191104994621128),365,1430315.8191104995,(0, 817045.3191104995)
(46, 1, 1, 0.5616825034376234),(-796, 12, 20, 0.5616825034376234),365,1430681.0616825034,(0, 817410.5616825034)
(47, 1, 1, 0.806768256239593),(-795, 12, 20, 0.806768256239593),365,1431046.3067682562,(0, 817775.8067682562)
(48, 1, 1, 0.04837524611502886),(-794, 12, 21, 0.04837524611502886),366,1431411.548375246,(0, 818141.0483752461)
(49, 1, 1, 0.2895173074211925),(-793, 12, 21, 0.2895173074211925),365,1431776.7895173074,(0, 818506.2895173074)
(50, 1, 1, 0.5367073118686676),(-792, 12, 20, 0.5367073118686676),365,1432142.0367073119,(0, 818871.5367073119)
(51, 1, 1, 0.7837618731427938),(-791, 12, 20, 0.7837618731427938),365,1432507.2837618731,(0, 819236.7837618731)
(52, 1, 1, 0.027662322157993913),(-790, 12, 21, 0.027662322157993913),366,1432872.5276623222,(0, 819602.0276623222)
(53, 1, 1, 0.2691120929084718),(-789, 12, 21, 0.2691120929084718),365,1433237.769112093,(0, 819967.2691120929)
(54, 1, 1, 0.5094760544598103),(-788, 12, 20, 0.5094760544598103),365,1433603.0094760545,(0, 820332.5094760545)
(55, 1, 1, 0.7511668791994452),(-787, 12, 20, 0.7511668791994452),365,1433968.2511668792,(0, 820697.7511668792)
(56, 1, 1, 0.9916460064705461),(-786, 12, 20, 0.9916460064705461),365,1434333.4916460065,(0, 821062.9916460065)
(57, 1, 1, 0.23060574405826628),(-785, 12, 21, 0.23060574405826628),366,1434698.730605744,(0, 821428.2306057441)
(58, 1, 1, 0.4724947342183441),(-784, 12, 20, 0.4724947342183441),365,1435063.9724947342,(0, 821793.4724947342)
(59, 1, 1, 0.7161240356508642),(-783, 12, 20, 0.7161240356508642),365,1435429.2161240357,(0, 822158.7161240357)
(60, 1, 1, 0.9554462942760438),(-782, 12, 20, 0.9554462942760438),365,1435794.4554462943,(0, 822523.9554462943)
(61, 1, 1, 0.19758283998817205),(-781, 12, 21, 0.19758283998817205),366,1436159.69758284,(0, 822889.19758284)
(62, 1, 1, 0.44371456070803106),(-780, 12, 20, 0.44371456070803106),365,1436524.9437145607,(0, 823254.4437145607)
(63, 1, 1, 0.6900062742643058),(-779, 12, 20, 0.6900062742643058),365,1436890.1900062743,(0, 823619.6900062743)
(64, 1, 1, 0.9359035850502551),(-778, 12, 20, 0.9359035850502551),365,1437255.435903585,(0, 823984.935903585)
(65, 1, 1, 0.17845468153245747),(-777, 12, 21, 0.17845468153245747),366,1437620.6784546815,(0, 824350.1784546815)
(66, 1, 1, 0.42154086218215525),(-776, 12, 20, 0.42154086218215525),365,1437985.9215408622,(0, 824715.4215408622)
(67, 1, 1, 0.6697702568490058),(-775, 12, 20, 0.6697702568490058),365,1438351.1697702568,(0, 825080.6697702568)
(68, 1, 1, 0.9108421509154141),(-774, 12, 20, 0.9108421509154141),365,1438716.410842151,(0, 825445.9108421509)
(69, 1, 1, 0.15308018983341753),(-773, 12, 21, 0.15308018983341753),366,1439081.6530801898,(0, 825811.1530801898)
(70, 1, 1, 0.3971281051635742),(-772, 12, 20, 0.3971281051635742),365,1439446.8971281052,(0, 826176.3971281052)
(71, 1, 1, 0.636699958704412),(-771, 12, 20, 0.636699958704412),365,1439812.1366999587,(0, 826541.6366999587)
(72, 1, 1, 0.8772767093032598),(-770, 12, 20, 0.8772767093032598),365,1440177.3772767093,(0, 826906.8772767093)
(73, 1, 1, 0.11752546043135226),(-769, 12, 21, 0.11752546043135226),366,1440542.6175254604,(0, 827272.1175254604)
(74, 1, 1, 0.35990631044842303),(-768, 12, 20, 0.35990631044842303),365,1440907.8599063104,(0, 827637.3599063104)
(75, 1, 1, 0.6083168105687946),(-767, 12, 20, 0.6083168105687946),365,1441273.1083168106,(0, 828002.6083168106)
(76, 1, 1, 0.8489963931497186),(-766, 12, 20, 0.8489963931497186),365,1441638.3489963931,(0, 828367.8489963931)
(77, 1, 1, 0.089046266162768),(-765, 12, 21, 0.089046266162768),366,1442003.5890462662,(0, 828733.0890462662)
(78, 1, 1, 0.33339580381289124),(-764, 12, 20, 0.33339580381289124),365,1442368.8333958038,(0, 829098.3333958038)
(79, 1, 1, 0.5739571754820645),(-763, 12, 20, 0.5739571754820645),365,1442734.0739571755,(0, 829463.5739571755)
(80, 1, 1, 0.8167158174328506),(-762, 12, 20, 0.8167158174328506),365,1443099.3167158174,(0, 829828.8167158174)
(81, 1, 1, 0.05949607817456126),(-761, 12, 21, 0.05949607817456126),366,1443464.5594960782,(0, 830194.0594960782)
(82, 1, 1, 0.3012637598440051),(-760, 12, 20, 0.3012637598440051),365,1443829.8012637598,(0, 830559.3012637598)
(83, 1, 1, 0.5481472474057227),(-759, 12, 20, 0.5481472474057227),365,1444195.0481472474,(0, 830924.5481472474)
(84, 1, 1, 0.7898295579943806),(-758, 12, 20, 0.7898295579943806),365,1444560.289829558,(0, 831289.789829558)
(85, 1, 1, 0.03194130910560489),(-757, 12, 21, 0.03194130910560489),366,1444925.531941309,(0, 831655.0319413091)
(86, 1, 1, 0.28217457002028823),(-756, 12, 20, 0.28217457002028823),365,1445290.78217457,(0, 832020.28217457)
(87, 1, 1, 0.5264263178687543),(-755, 12, 20, 0.5264263178687543),365,1445656.0264263179,(0, 832385.5264263179)
(88, 1, 1, 0.7697113591711968),(-754, 12, 20, 0.7697113591711968),365,1446021.2697113592,(0, 832750.7697113592)
(89, 1, 1, 0.012612835969775915),(-753, 12, 21, 0.012612835969775915),366,1446386.512612836,(0, 833116.012612836)
(90, 1, 1, 0.25082288100384176),(-752, 12, 20, 0.25082288100384176),365,1446751.750822881,(0, 833481.250822881)
(91, 1, 1, 0.49672933481633663),(-751, 12, 20, 0.49672933481633663),365,1447116.9967293348,(0, 833846.4967293348)
(92, 1, 1, 0.7370625785551965),(-750, 12, 20, 0.7370625785551965),365,1447482.2370625786,(0, 834211.7370625786)
(92, 12, 30, 0.9744464664254338),(-749, 12, 20, 0.9744464664254338),365,1447847.4744464664,(0, 834576.9744464664)
(94, 1, 1, 0.21997985104098916),(-748, 12, 20, 0.21997985104098916),366,1448212.719979851,(0, 834942.219979851)
(95, 1, 1, 0.4579800325445831),(-747, 12, 20, 0.4579800325445831),365,1448577.9579800325,(0, 835307.4579800325)
(96, 1, 1, 0.6971267899498343),(-746, 12, 20, 0.6971267899498343),365,1448943.19712679,(0, 835672.69712679)
(96, 12, 30, 0.94240797823295),(-745, 12, 20, 0.94240797823295),365,1449308.4424079782,(0, 836037.9424079782)
(98, 1, 1, 0.18354055774398148),(-744, 12, 20, 0.18354055774398148),366,1449673.6835405577,(0, 836403.1835405577)
(99, 1, 1, 0.43441757652908564),(-743, 12, 20, 0.43441757652908564),365,1450038.9344175765,(0, 836768.4344175765)
(100, 1, 1, 0.6787835992872715),(-742, 12, 20, 0.6787835992872715),365,1450404.1787835993,(0, 837133.6787835993)
(100, 12, 30, 0.9177042013034225),(-741, 12, 20, 0.9177042013034225),365,1450769.4177042013,(0, 837498.9177042013)
(102, 1, 1, 0.16683923755772412),(-740, 12, 20, 0.16683923755772412),366,1451134.6668392376,(0, 837864.1668392376)
(103, 1, 1, 0.40926022245548666),(-739, 12, 20, 0.40926022245548666),365,1451499.9092602225,(0, 838229.4092602225)
(104, 1, 1, 0.6508184196427464),(-738, 12, 20, 0.6508184196427464),365,1451865.1508184196,(0, 838594.6508184196)
(104, 12, 30, 0.8970759203657508),(-737, 12, 20, 0.8970759203657508),365,1452230.3970759204,(0, 838959.8970759204)
(106, 1, 1, 0.13564900821074843),(-736, 12, 20, 0.13564900821074843),366,1452595.6356490082,(0, 839325.1356490082)
(107, 1, 1, 0.38071447098627687),(-735, 12, 20, 0.38071447098627687),365,1452960.880714471,(0, 839690.380714471)
(108, 1, 1, 0.623057555872947),(-734, 12, 20, 0.623057555872947),365,1453326.1230575559,(0, 840055.6230575559)
(108, 12, 30, 0.8605246201623231),(-733, 12, 20, 0.8605246201623231),365,1453691.3605246202,(0, 840420.8605246202)
(110, 1, 1, 0.1101070367731154),(-732, 12, 20, 0.1101070367731154),366,1454056.6101070368,(0, 840786.1101070368)
(111, 1, 1, 0.35318306437693536),(-731, 12, 20, 0.35318306437693536),365,1454421.8531830644,(0, 841151.3531830644)
(112, 1, 1, 0.5914422299247235),(-730, 12, 20, 0.5914422299247235),365,1454787.09144223,(0, 841516.5914422299)
(112, 12, 30, 0.8353533404879272),(-729, 12, 20, 0.8353533404879272),365,1455152.3353533405,(0, 841881.8353533405)
(114, 1, 1, 0.07338181603699923),(-728, 12, 20, 0.07338181603699923),366,1455517.573381816,(0, 842247.073381816)
(115, 1, 1, 0.31738559482619166),(-727, 12, 20, 0.31738559482619166),365,1455882.8173855948,(0, 842612.3173855948)
(116, 1, 1, 0.5619569206610322),(-726, 12, 20, 0.5619569206610322),365,1456248.0619569207,(0, 842977.5619569207)
(116, 12, 30, 0.7984295962378383),(-725, 12, 20, 0.7984295962378383),365,1456613.2984295962,(0, 843342.7984295962)
(118, 1, 1, 0.04612464411184192),(-724, 12, 20, 0.04612464411184192),366,1456978.546124644,(0, 843708.0461246441)
(119, 1, 1, 0.28901748498901725),(-723, 12, 20, 0.28901748498901725),365,1457343.789017485,(0, 844073.289017485)
(120, 1, 1, 0.5274373493157327),(-722, 12, 20, 0.5274373493157327),365,1457709.0274373493,(0, 844438.5274373493)
(120, 12, 30, 0.7771559953689575),(-721, 12, 20, 0.7771559953689575),365,1458074.2771559954,(0, 844803.7771559954)
(122, 1, 1, 0.021041942527517676),(-720, 12, 20, 0.021041942527517676),366,1458439.5210419425,(0, 845169.0210419425)
(123, 1, 1, 0.2689646012149751),(-719, 12, 20, 0.2689646012149751),365,1458804.7689646012,(0, 845534.2689646012)
(124, 1, 1, 0.5161748505197465),(-718, 12, 20, 0.5161748505197465),365,1459170.0161748505,(0, 845899.5161748505)
(124, 12, 30, 0.7520857085473835),(-717, 12, 20, 0.7520857085473835),365,1459535.2520857085,(0, 846264.7520857085)
(125, 12, 30, 0.9991868077777326),(-716, 12, 19, 0.9991868077777326),365,1459900.4991868078,(0, 846629.9991868078)
(127, 1, 1, 0.2425242685712874),(-715, 12, 20, 0.2425242685712874),366,1460265.7425242686,(0, 846995.2425242686)
(128, 1, 1, 0.47783931833691895),(-714, 12, 20, 0.47783931833691895),365,1460630.9778393183,(0, 847360.4778393183)
(129, 1, 1, 0.7234165025874972),(-713, 12, 20, 0.7234165025874972),365,1460996.2234165026,(0, 847725.7234165026)
(130, 1, 1, 0.96068817214109),(-712, 12, 19, 0.96068817214109),365,1461361.4606881721,(0, 848090.9606881721)
(131, 1, 2, 0.2015102740842849),(-711, 12, 20, 0.2015102740842849),366,1461726.701510274,(0, 848456.2015102741)
(132, 1, 1, 0.44622115860693157),(-710, 12, 20, 0.44622115860693157),365,1462091.9462211586,(0, 848821.4462211586)
(133, 1, 1, 0.6832385496236384),(-709, 12, 20, 0.6832385496236384),365,1462457.1832385496,(0, 849186.6832385496)
(134, 1, 1, 0.9325414982158691),(-708, 12, 19, 0.9325414982158691),365,1462822.4325414982,(0, 849551.9325414982)
(135, 1, 2, 0.17958924593403935),(-707, 12, 20, 0.17958924593403935),366,1463187.679589246,(0, 849917.1795892459)
(136, 1, 1, 0.41617653681896627),(-706, 12, 20, 0.41617653681896627),365,1463552.9161765368,(0, 850282.4161765368)
(137, 1, 1, 0.6628600882831961),(-705, 12, 20, 0.6628600882831961),365,1463918.1628600883,(0, 850647.6628600883)
(138, 1, 1, 0.9052527989260852),(-704, 12, 19, 0.9052527989260852),365,1464283.405252799,(0, 851012.9052527989)
(139, 1, 2, 0.14868335705250502),(-703, 12, 20, 0.14868335705250502),366,1464648.648683357,(0, 851378.148683357)
(140, 1, 1, 0.39696909906342626),(-702, 12, 20, 0.39696909906342626),365,1465013.896969099,(0, 851743.3969690991)
(141, 1, 1, 0.6350232199765742),(-701, 12, 20, 0.6350232199765742),365,1465379.13502322,(0, 852108.63502322)
(142, 1, 1, 0.8808271919842809),(-700, 12, 20, 0.8808271919842809),365,1465744.380827192,(0, 852473.880827192)
(143, 1, 2, 0.1262598263565451),(-699, 12, 21, 0.1262598263565451),366,1466109.6262598264,(0, 852839.1262598264)
(144, 1, 1, 0.3619314176030457),(-698, 12, 21, 0.3619314176030457),365,1466474.8619314176,(0, 853204.3619314176)
(145, 1, 1, 0.6089605966117233),(-697, 12, 21, 0.6089605966117233),365,1466840.1089605966,(0, 853569.6089605966)
(146, 1, 1, 0.8545422968454659),(-696, 12, 20, 0.8545422968454659),365,1467205.3545422968,(0, 853934.8545422968)
(147, 1, 2, 0.09560616197995842),(-695, 12, 21, 0.09560616197995842),366,1467570.595606162,(0, 854300.095606162)
(148, 1, 1, 0.3412658772431314),(-694, 12, 21, 0.3412658772431314),365,1467935.8412658772,(0, 854665.3412658772)
(149, 1, 1, 0.5770894424058497),(-693, 12, 21, 0.5770894424058497),365,1468301.0770894424,(0, 855030.5770894424)
(150, 1, 1, 0.8202160629443824),(-692, 12, 20, 0.8202160629443824),365,1468666.320216063,(0, 855395.820216063)
(151, 1, 2, 0.06605241470970213),(-691, 12, 21, 0.06605241470970213),366,1469031.5660524147,(0, 855761.0660524147)
(152, 1, 1, 0.3003960708156228),(-690, 12, 21, 0.3003960708156228),365,1469396.8003960708,(0, 856126.3003960708)
(153, 1, 1, 0.5445796644780785),(-689, 12, 21, 0.5445796644780785),365,1469762.0445796645,(0, 856491.5445796645)
(154, 1, 1, 0.7873414065688848),(-688, 12, 20, 0.7873414065688848),365,1470127.2873414066,(0, 856856.7873414066)
(155, 1, 2, 0.026566856307908893),(-687, 12, 21, 0.026566856307908893),366,1470492.5265668563,(0, 857222.0265668563)
(156, 1, 1, 0.2747013149783015),(-686, 12, 21, 0.2747013149783015),365,1470857.774701315,(0, 857587.274701315)
(157, 1, 1, 0.5172306932508945),(-685, 12, 21, 0.5172306932508945),365,1471223.0172306933,(0, 857952.5172306933)
(158, 1, 1, 0.7657789462246001),(-684, 12, 20, 0.7657789462246001),365,1471588.2657789462,(0, 858317.7657789462)
(159, 1, 2, 0.01633977424353361),(-683, 12, 21, 0.01633977424353361),366,1471953.5163397742,(0, 858683.0163397742)
(160, 1, 1, 0.2529907417483628),(-682, 12, 21, 0.2529907417483628),365,1472318.7529907417,(0, 859048.2529907417)
(161, 1, 1, 0.4980523872654885),(-681, 12, 21, 0.4980523872654885),365,1472683.9980523873,(0, 859413.4980523873)
(162, 1, 1, 0.7424745638854802),(-680, 12, 20, 0.7424745638854802),365,1473049.242474564,(0, 859778.7424745639)
(163, 1, 1, 0.9820927891414613),(-679, 12, 20, 0.9820927891414613),365,1473414.4820927891,(0, 860143.9820927891)
(164, 1, 1, 0.2275836083572358),(-678, 12, 21, 0.2275836083572358),366,1473779.7275836084,(0, 860509.2275836084)
(165, 1, 1, 0.46621196856722236),(-677, 12, 21, 0.46621196856722236),365,1474144.9662119686,(0, 860874.4662119686)
(166, 1, 1, 0.7069902657531202),(-676, 12, 20, 0.7069902657531202),365,1474510.2069902658,(0, 861239.7069902658)
(167, 1, 1, 0.9517671794164926),(-675, 12, 20, 0.9517671794164926),365,1474875.4517671794,(0, 861604.9517671794)
(168, 1, 1, 0.1873383349739015),(-674, 12, 21, 0.1873383349739015),366,1475240.687338335,(0, 861970.187338335)
(169, 1, 1, 0.4313547257333994),(-673, 12, 21, 0.4313547257333994),365,1475605.9313547257,(0, 862335.4313547257)
(170, 1, 1, 0.6786103108897805),(-672, 12, 20, 0.6786103108897805),365,1475971.178610311,(0, 862700.6786103109)
(171, 1, 1, 0.9185421823058277),(-671, 12, 20, 0.9185421823058277),365,1476336.4185421823,(0, 863065.9185421823)
(172, 1, 1, 0.16307841101661325),(-670, 12, 21, 0.16307841101661325),366,1476701.663078411,(0, 863431.163078411)
(173, 1, 1, 0.4042375748977065),(-669, 12, 21, 0.4042375748977065),365,1477066.904237575,(0, 863796.4042375749)
(174, 1, 1, 0.647316194139421),(-668, 12, 20, 0.647316194139421),365,1477432.1473161941,(0, 864161.6473161941)
(175, 1, 1, 0.8956645943690091),(-667, 12, 20, 0.8956645943690091),365,1477797.3956645944,(0, 864526.8956645944)
(176, 1, 1, 0.134876009542495),(-666, 12, 21, 0.134876009542495),366,1478162.6348760095,(0, 864892.1348760095)
(177, 1, 1, 0.3771388567984104),(-665, 12, 21, 0.3771388567984104),365,1478527.8771388568,(0, 865257.3771388568)
(178, 1, 1, 0.6240859527606517),(-664, 12, 20, 0.6240859527606517),365,1478893.1240859528,(0, 865622.6240859528)
(179, 1, 1, 0.8636023076251149),(-663, 12, 20, 0.8636023076251149),365,1479258.3636023076,(0, 865987.8636023076)
(180, 1, 1, 0.10929763782769442),(-662, 12, 21, 0.10929763782769442),366,1479623.6092976378,(0, 866353.1092976378)
(181, 1, 1, 0.3546908018179238),(-661, 12, 21, 0.3546908018179238),365,1479988.8546908018,(0, 866718.3546908018)
(182, 1, 1, 0.5993893127888441),(-660, 12, 20, 0.5993893127888441),365,1480354.0993893128,(0, 867083.5993893128)
(183, 1, 1, 0.8466381044127047),(-659, 12, 20, 0.8466381044127047),365,1480719.3466381044,(0, 867448.8466381044)
(184, 1, 1, 0.08370487904176116),(-658, 12, 21, 0.08370487904176116),366,1481084.583704879,(0, 867814.083704879)
(185, 1, 1, 0.3229107188526541),(-657, 12, 21, 0.3229107188526541),365,1481449.8229107189,(0, 868179.3229107189)
(186, 1, 1, 0.5676470333710313),(-656, 12, 20, 0.5676470333710313),365,1481815.0676470334,(0, 868544.5676470334)
(187, 1, 1, 0.8061715289950371),(-655, 12, 20, 0.8061715289950371),365,1482180.306171529,(0, 868909.806171529)
(188, 1, 1, 0.047779380809515715),(-654, 12, 21, 0.047779380809515715),366,1482545.5477793808,(0, 869275.0477793808)
(189, 1, 1, 0.28900341014377773),(-653, 12, 21, 0.28900341014377773),365,1482910.7890034101,(0, 869640.2890034101)
(190, 1, 1, 0.5296262851916254),(-652, 12, 20, 0.5296262851916254),365,1483276.0296262852,(0, 870005.5296262852)
(191, 1, 1, 0.774855156429112),(-651, 12, 20, 0.774855156429112),365,1483641.2748551564,(0, 870370.7748551564)
(192, 1, 1, 0.015783827053382993),(-650, 12, 21, 0.015783827053382993),366,1484006.515783827,(0, 870736.015783827)
(193, 1, 1, 0.26095132576301694),(-649, 12, 21, 0.26095132576301694),365,1484371.7609513258,(0, 871101.2609513258)
(194, 1, 1, 0.5105950708966702),(-648, 12, 20, 0.5105950708966702),365,1484737.010595071,(0, 871466.5105950709)
(195, 1, 1, 0.754004591377452),(-647, 12, 20, 0.754004591377452),365,1485102.2540045914,(0, 871831.7540045914)
(196, 1, 1, 0.9969256203621626),(-646, 12, 20, 0.9969256203621626),365,1485467.4969256204,(0, 872196.9969256204)
(197, 1, 1, 0.24125711945816875),(-645, 12, 21, 0.24125711945816875),366,1485832.7412571195,(0, 872562.2412571195)
(198, 1, 1, 0.4853087402880192),(-644, 12, 20, 0.4853087402880192),365,1486197.9853087403,(0, 872927.4853087403)
(199, 1, 1, 0.7305527266580611),(-643, 12, 20, 0.7305527266580611),365,1486563.2305527267,(0, 873292.7305527267)
(200, 1, 1, 0.9708403493277729),(-642, 12, 20, 0.9708403493277729),365,1486928.4708403493,(0, 873657.9708403493)
(201, 1, 1, 0.20983835821971297),(-641, 12, 21, 0.20983835821971297),366,1487293.7098383582,(0, 874023.2098383582)
(202, 1, 1, 0.4532735920511186),(-640, 12, 20, 0.4532735920511186),365,1487658.953273592,(0, 874388.453273592)
(203, 1, 1, 0.6934662754647434),(-639, 12, 20, 0.6934662754647434),365,1488024.1934662755,(0, 874753.6934662755)
(204, 1, 1, 0.934190601343289),(-638, 12, 20, 0.934190601343289),365,1488389.4341906013,(0, 875118.9341906013)
(205, 1, 1, 0.1793543049134314),(-637, 12, 21, 0.1793543049134314),366,1488754.679354305,(0, 875484.1793543049)
(206, 1, 1, 0.42402252927422523),(-636, 12, 20, 0.42402252927422523),365,1489119.9240225293,(0, 875849.4240225293)
(207, 1, 1, 0.6668108473531902),(-635, 12, 20, 0.6668108473531902),365,1489485.1668108474,(0, 876214.6668108474)
(208, 1, 1, 0.90708331996575),(-634, 12, 20, 0.90708331996575),365,1489850.40708332,(0, 876579.90708332)
(209, 1, 1, 0.14628782426007092),(-633, 12, 21, 0.14628782426007092),366,1490215.6462878243,(0, 876945.1462878243)
(210, 1, 1, 0.39198486553505063),(-632, 12, 20, 0.39198486553505063),365,1490580.8919848655,(0, 877310.3919848655)
(211, 1, 1, 0.6354110850952566),(-631, 12, 20, 0.6354110850952566),365,1490946.135411085,(0, 877675.6354110851)
(212, 1, 1, 0.8764647655189037),(-630, 12, 20, 0.8764647655189037),365,1491311.3764647655,(0, 878040.8764647655)
(213, 1, 1, 0.12068363698199391),(-629, 12, 21, 0.12068363698199391),366,1491676.620683637,(0, 878406.120683637)
(214, 1, 1, 0.3655767599120736),(-628, 12, 20, 0.3655767599120736),365,1492041.86557676,(0, 878771.3655767599)
(215, 1, 1, 0.6092751412652433),(-627, 12, 20, 0.6092751412652433),365,1492407.1092751413,(0, 879136.6092751413)
(216, 1, 1, 0.8535827570594847),(-626, 12, 20, 0.8535827570594847),365,1492772.353582757,(0, 879501.8535827571)
(217, 1, 1, 0.09850038401782513),(-625, 12, 21, 0.09850038401782513),366,1493137.598500384,(0, 879867.098500384)
(218, 1, 1, 0.34528527688235044),(-624, 12, 20, 0.34528527688235044),365,1493502.8452852769,(0, 880232.3452852769)
(219, 1, 1, 0.5888188506942242),(-623, 12, 20, 0.5888188506942242),365,1493868.0888188507,(0, 880597.5888188507)
(220, 1, 1, 0.8277122443541884),(-622, 12, 20, 0.8277122443541884),365,1494233.3277122444,(0, 880962.8277122444)
(221, 1, 1, 0.06938832020387053),(-621, 12, 21, 0.06938832020387053),366,1494598.5693883202,(0, 881328.0693883202)
(222, 1, 1, 0.3139845789410174),(-620, 12, 20, 0.3139845789410174),365,1494963.813984579,(0, 881693.3139845789)
(223, 1, 1, 0.5542512028478086),(-619, 12, 20, 0.5542512028478086),365,1495329.0542512028,(0, 882058.5542512028)
